  8.8000e+02 -4.0008e-02  3.0464e-01
  8.8105e+02 -1.7922e-01  2.3937e-01
  8.8210e+02  2.8550e-01  3.5490e-01
  8.8315e+02  2.1849e-01  3.3243e-01
  8.8420e+02 -3.0950e-01  3.6227e-01
  8.8525e+02  3.3068e-02  2.3752e-01
  8.8630e+02 -3.5811e-01  2.2196e-01
  8.8735e+02 -2.6680e-01  1.1225e-01
  8.8841e+02  4.5738e-02  2.0724e-01
  8.8946e+02 -1.5173e-02  1.2680e-01
  8.9051e+02 -4.3108e-01  2.0297e-01
  8.9156e+02 -1.3160e-01  3.6270e-01
  8.9261e+02  4.8393e-02  1.8526e-01
  8.9366e+02 -1.4528e-01  7.1085e-02
  8.9471e+02  4.5461e-01  2.5428e-01
  8.9576e+02  2.1479e-01  3.4068e-01
  8.9681e+02 -8.2326e-02  1.4160e-01
  8.9786e+02  2.4580e-01  2.6206e-01
  8.9891e+02  1.3201e-01  6.8664e-02
  8.9996e+02 -4.2117e-01  2.7763e-01
  9.0101e+02 -1.4367e-01  2.0454e-01
  9.0206e+02  1.1271e-01  9.0869e-02
  9.0311e+02  1.3602e-01  2.4151e-01
  9.0417e+02  5.3682e-02  2.4039e-01
  9.0522e+02 -1.9773e-01  1.9916e-01
  9.0627e+02  4.4887e-01  2.1068e-01
  9.0732e+02  5.0765e-02  1.4263e-01
  9.0837e+02 -1.1877e-01  1.7228e-01
  9.0942e+02  3.6952e-01  1.6072e-01
  9.1047e+02 -3.6696e-01  2.4634e-01
  9.1152e+02  1.1669e-01  2.4718e-01
  9.1257e+02 -4.1296e-02  2.7434e-01
  9.1362e+02 -7.2944e-02  1.8100e-01
  9.1467e+02  2.8803e-01  1.7512e-01
  9.1572e+02 -3.3355e-01  1.4807e-01
  9.1677e+02  2.1541e-01  3.4646e-01
  9.1782e+02 -3.7622e-01  1.2349e-01
  9.1887e+02  1.7524e-01  1.5456e-01
  9.1992e+02  4.0773e-02  1.3910e-01
  9.2098e+02 -1.4861e-01  1.1093e-01
  9.2203e+02  3.9862e-01  1.5175e-01
  9.2308e+02 -6.7520e-02  1.4767e-01
  9.2413e+02  1.5474e-01  2.3951e-01
  9.2518e+02  5.6086e-01  2.5207e-01
  9.2623e+02  5.9975e-01  1.5668e-01
  9.2728e+02  2.6139e-01  1.3879e-01
  9.2833e+02  7.0850e-01  2.3458e-01
  9.2938e+02  8.8597e-01  1.7570e-01
  9.3043e+02  2.8592e-01  1.6996e-01
  9.3148e+02  4.7473e-01  9.7973e-02
  9.3253e+02  4.8924e-01  2.3604e-01
  9.3358e+02  5.5591e-01  1.9584e-01
  9.3463e+02  4.9366e-01  1.3249e-01
  9.3568e+02  3.7148e-01  2.7195e-01
  9.3674e+02  4.1703e-01  2.0276e-01
  9.3779e+02  5.2855e-01  1.6311e-01
  9.3884e+02  4.1781e-01  1.5276e-01
  9.3989e+02  4.9944e-01  1.4771e-01
  9.4094e+02  5.4797e-01  1.6973e-01
  9.4199e+02  5.6042e-01  2.4608e-01
  9.4304e+02  3.4261e-01  1.5485e-01
  9.4409e+02  1.4404e-01  8.3559e-02
  9.4514e+02  2.5770e-01  2.6697e-01
  9.4619e+02  6.7962e-01  1.5245e-01
  9.4724e+02  5.2275e-01  1.4454e-01
  9.4829e+02  5.9802e-01  7.9212e-02
  9.4934e+02  2.5132e-01  2.0622e-01
  9.5039e+02  7.2561e-01  6.9438e-02
  9.5144e+02  3.8784e-01  8.6312e-02
  9.5250e+02  9.9547e-01  1.2881e-01
  9.5355e+02  6.5976e-01  1.4639e-01
  9.5460e+02  7.2665e-01  2.0879e-01
  9.5565e+02  7.9927e-01  1.2663e-01
  9.5670e+02  8.3647e-01  1.4149e-01
  9.5775e+02  9.9433e-01  1.2770e-01
  9.5880e+02  7.1331e-01  1.9118e-01
  9.5985e+02  5.7501e-01  1.3771e-01
  9.6090e+02  5.3175e-01  2.4705e-01
  9.6195e+02  6.9054e-01  1.8348e-01
  9.6300e+02  5.4851e-01  1.1728e-01
  9.6405e+02  7.3187e-01  1.4573e-01
  9.6510e+02  6.2935e-01  1.4984e-01
  9.6615e+02  5.6086e-01  1.6660e-01
  9.6720e+02  3.6202e-01  2.2221e-01
  9.6826e+02  1.8884e-01  1.2706e-01
  9.6931e+02  5.8408e-01  9.3945e-02
  9.7036e+02  1.0970e-01  1.1081e-01
  9.7141e+02  3.8666e-01  1.1022e-01
  9.7246e+02  6.3602e-02  1.0249e-01
  9.7351e+02  3.6600e-01  1.8908e-01
  9.7456e+02  3.9226e-01  8.3882e-02
  9.7561e+02  2.5349e-01  9.2052e-02
  9.7666e+02  4.7087e-01  9.1207e-02
  9.7771e+02  3.5085e-01  1.3589e-01
  9.7876e+02  9.2783e-01  1.3268e-01
  9.7981e+02  6.5981e-01  1.5306e-01
  9.8086e+02  7.4392e-01  1.3896e-01
  9.8191e+02  6.4845e-01  2.1872e-01
  9.8296e+02  4.7658e-01  9.0162e-02
  9.8402e+02  2.2729e-01  9.7107e-02
  9.8507e+02  5.1606e-01  6.5953e-02
  9.8612e+02  4.4990e-01  1.0497e-01
  9.8717e+02  5.6242e-01  1.4728e-01
  9.8822e+02  7.8586e-01  7.9937e-02
  9.8927e+02  5.6819e-01  1.0824e-01
  9.9032e+02  8.2705e-01  1.5747e-01
  9.9137e+02  6.5278e-01  1.8499e-01
  9.9242e+02  8.7580e-01  1.5614e-01
  9.9347e+02  5.3739e-01  1.4697e-01
  9.9452e+02  6.8026e-01  1.5936e-01
  9.9557e+02  8.6664e-01  9.7543e-02
  9.9662e+02  9.1422e-01  1.5451e-01
  9.9767e+02  8.4940e-01  1.0056e-01
  9.9872e+02  8.2118e-01  1.1120e-01
  9.9977e+02  9.0690e-01  1.3516e-01
  1.0008e+03  7.3805e-01  1.4616e-01
  1.0019e+03  6.8571e-01  1.2756e-01
  1.0029e+03  7.0334e-01  1.3800e-01
  1.0040e+03  6.9095e-01  1.4910e-01
  1.0050e+03  8.5269e-01  1.2078e-01
  1.0061e+03  8.7082e-01  9.7078e-02
  1.0071e+03  5.3294e-01  9.4157e-02
  1.0082e+03  6.4697e-01  1.4257e-01
  1.0092e+03  3.8763e-01  1.6406e-01
  1.0103e+03  6.7653e-01  1.2259e-01
  1.0113e+03  6.6573e-01  9.7772e-02
  1.0124e+03  7.5993e-01  1.3367e-01
  1.0134e+03  6.0293e-01  1.5016e-01
  1.0145e+03  7.1185e-01  1.5001e-01
  1.0155e+03  6.8838e-01  1.3438e-01
  1.0166e+03  6.4185e-01  8.7685e-02
  1.0176e+03  4.9193e-01  7.1840e-02
  1.0187e+03  7.9478e-01  9.5218e-02
  1.0197e+03  7.1353e-01  9.2304e-02
  1.0208e+03  5.6152e-01  1.2416e-01
  1.0218e+03  7.6327e-01  1.2587e-01
  1.0229e+03  6.6725e-01  1.1565e-01
  1.0239e+03  4.7911e-01  9.6482e-02
  1.0250e+03  5.3853e-01  1.3371e-01
  1.0260e+03  6.3925e-01  1.0781e-01
  1.0271e+03  4.9563e-01  1.1849e-01
  1.0281e+03  9.1020e-01  1.0967e-01
  1.0292e+03  8.6612e-01  1.1741e-01
  1.0302e+03  6.2313e-01  1.3269e-01
  1.0313e+03  7.1575e-01  1.3063e-01
  1.0323e+03  8.3242e-01  1.4396e-01
  1.0334e+03  9.3779e-01  1.4963e-01
  1.0344e+03  8.6716e-01  1.5695e-01
  1.0355e+03  1.1527e+00  9.7199e-02
