wave flux error
  9.4724e+02  2.5586e-01  7.3319e-02
  9.4829e+02  2.3123e-01  8.0478e-02
  9.4934e+02  3.8228e-01  8.8015e-02
  9.5039e+02  2.8932e-01  7.2557e-02
  9.5144e+02  4.9547e-01  8.3985e-02
  9.5250e+02  3.3912e-01  8.6212e-02
  9.5355e+02  5.2798e-01  1.0273e-01
  9.5460e+02  3.2356e-01  6.8083e-02
  9.5565e+02  4.2407e-01  6.4019e-02
  9.5670e+02  4.0765e-01  5.9139e-02
  9.5775e+02  4.7247e-01  6.0056e-02
  9.5880e+02  4.8644e-01  6.3359e-02
  9.5985e+02  2.1971e-01  1.0438e-01
  9.6090e+02  5.0243e-01  9.1596e-02
  9.6195e+02  3.9025e-01  6.9344e-02
  9.6300e+02  5.2951e-01  7.1498e-02
  9.6405e+02  4.2642e-01  7.7101e-02
  9.6510e+02  6.0449e-01  8.0811e-02
  9.6615e+02  3.6936e-01  7.5530e-02
  9.6720e+02  3.3216e-01  6.1505e-02
  9.6826e+02  2.8805e-01  4.7504e-02
  9.6931e+02  4.4932e-01  7.1546e-02
  9.7036e+02  1.8601e-01  6.3116e-02
  9.7141e+02  3.3453e-01  1.1877e-01
  9.7246e+02  3.5074e-01  6.6307e-02
  9.7351e+02  1.2016e-01  5.1295e-02
  9.7456e+02  1.9690e-02  4.8994e-02
  9.7561e+02  3.6626e-01  6.8464e-02
  9.7666e+02  4.0610e-01  8.5330e-02
  9.7771e+02  3.4568e-01  8.0379e-02
  9.7876e+02  2.8192e-01  4.9082e-02
  9.7981e+02  3.6093e-01  5.2444e-02
  9.8086e+02  2.3778e-01  5.9154e-02
  9.8191e+02  3.2715e-01  7.9599e-02
  9.8296e+02  4.4494e-01  6.7839e-02
  9.8402e+02  4.8550e-01  5.6559e-02
  9.8507e+02  4.7158e-01  4.6294e-02
  9.8612e+02  2.6088e-01  5.5885e-02
  9.8717e+02  2.6552e-01  7.8503e-02
  9.8822e+02  3.8639e-01  5.4373e-02
  9.8927e+02  4.5664e-01  6.2882e-02
  9.9032e+02  3.2613e-01  5.4896e-02
  9.9137e+02  3.6788e-01  5.5832e-02
  9.9242e+02  3.8190e-01  5.6373e-02
  9.9347e+02  3.8149e-01  5.1159e-02
  9.9452e+02  4.7837e-01  7.3580e-02
  9.9557e+02  4.4269e-01  6.7991e-02
  9.9662e+02  5.8665e-01  6.5453e-02
  9.9767e+02  5.3403e-01  7.2882e-02
  9.9872e+02  4.6574e-01  5.9398e-02
  9.9977e+02  5.7466e-01  5.2467e-02
  1.0008e+03  5.4925e-01  3.3130e-02
  1.0019e+03  5.3704e-01  4.9192e-02
  1.0029e+03  5.5294e-01  4.7371e-02
  1.0040e+03  6.1400e-01  8.1016e-02
  1.0050e+03  6.0067e-01  5.3035e-02
  1.0061e+03  5.1862e-01  5.4698e-02
  1.0071e+03  3.6088e-01  5.1919e-02
  1.0082e+03  4.1012e-01  4.9962e-02
  1.0092e+03  5.4188e-01  5.1449e-02
  1.0103e+03  5.6782e-01  5.4241e-02
  1.0113e+03  3.9967e-01  6.0096e-02
  1.0124e+03  4.3021e-01  6.1699e-02
  1.0134e+03  4.9074e-01  4.4002e-02
  1.0145e+03  5.6667e-01  6.7414e-02
  1.0155e+03  4.2547e-01  3.3719e-02
  1.0166e+03  4.6932e-01  5.4037e-02
  1.0176e+03  4.4904e-01  5.9424e-02
  1.0187e+03  4.9483e-01  6.1590e-02
  1.0197e+03  2.4083e-01  4.8910e-02
  1.0208e+03  2.9439e-01  4.5563e-02
  1.0218e+03  2.6130e-01  6.0723e-02
  1.0229e+03  3.5665e-01  4.2960e-02
  1.0239e+03  4.6300e-01  5.4350e-02
  1.0250e+03  7.5782e-02  4.4359e-02
  1.0260e+03  1.3914e-01  4.2126e-02
  1.0271e+03  2.9090e-01  4.7545e-02
  1.0281e+03  4.7729e-01  7.6244e-02
  1.0292e+03  3.9104e-01  5.8668e-02
  1.0302e+03  4.0362e-01  5.7887e-02
  1.0313e+03  2.4959e-01  3.5384e-02
  1.0323e+03  4.6501e-01  5.0564e-02
  1.0334e+03  5.4075e-01  5.5106e-02
  1.0344e+03  4.4129e-01  5.6688e-02
  1.0355e+03  5.0077e-01  4.1138e-02
  1.0365e+03  3.9708e-01  4.5793e-02
  1.0376e+03  5.7437e-01  5.4500e-02
  1.0386e+03  6.5383e-01  5.4993e-02
  1.0397e+03  6.1208e-01  4.6202e-02
  1.0408e+03  7.6047e-01  4.9506e-02
  1.0418e+03  8.5245e-01  5.4502e-02
  1.0429e+03  7.8076e-01  5.4410e-02
  1.0439e+03  6.9655e-01  4.4514e-02
  1.0450e+03  6.9098e-01  5.2146e-02
  1.0460e+03  6.0273e-01  7.0773e-02
  1.0471e+03  7.0835e-01  5.4330e-02
  1.0481e+03  6.4387e-01  3.3619e-02
  1.0492e+03  6.7102e-01  5.6303e-02
  1.0502e+03  7.6237e-01  5.6366e-02
  1.0513e+03  6.4021e-01  7.3431e-02
  1.0523e+03  6.3044e-01  5.7381e-02
  1.0534e+03  7.0577e-01  5.0687e-02
  1.0544e+03  8.4720e-01  5.0122e-02
  1.0555e+03  6.6827e-01  6.1164e-02
  1.0565e+03  6.7834e-01  4.4206e-02
  1.0576e+03  6.1103e-01  5.5595e-02
  1.0586e+03  6.0411e-01  4.9845e-02
  1.0597e+03  5.3389e-01  6.0912e-02
  1.0607e+03  4.4336e-01  5.8373e-02
  1.0618e+03  5.5023e-01  3.5686e-02
  1.0628e+03  5.2921e-01  5.9685e-02
  1.0639e+03  6.6794e-01  4.7896e-02
  1.0649e+03  5.3934e-01  6.2845e-02
  1.0660e+03  6.3895e-01  4.8358e-02
  1.0670e+03  5.9480e-01  5.6087e-02
  1.0681e+03  7.9051e-01  3.8950e-02
  1.0691e+03  7.3515e-01  5.6478e-02
  1.0702e+03  5.9897e-01  3.1858e-02
  1.0712e+03  6.8728e-01  6.5169e-02
  1.0723e+03  6.9577e-01  6.3786e-02
  1.0733e+03  5.5619e-01  6.3663e-02
  1.0744e+03  5.9780e-01  4.6673e-02
  1.0754e+03  6.6116e-01  5.9546e-02
  1.0765e+03  5.6609e-01  4.6980e-02
  1.0775e+03  7.2094e-01  5.0622e-02
  1.0786e+03  7.5390e-01  4.4740e-02
  1.0796e+03  6.6590e-01  4.4088e-02
  1.0807e+03  6.7828e-01  5.3353e-02
  1.0817e+03  8.7824e-01  4.4130e-02
  1.0828e+03  5.4020e-01  5.1586e-02
  1.0838e+03  5.5731e-01  5.9430e-02
  1.0849e+03  5.8833e-01  5.1356e-02
  1.0859e+03  6.8509e-01  3.5191e-02
  1.0870e+03  6.7491e-01  3.7049e-02
  1.0880e+03  7.5228e-01  4.1717e-02
  1.0891e+03  7.3347e-01  5.7988e-02
  1.0901e+03  6.3511e-01  4.8175e-02
  1.0912e+03  6.6324e-01  5.4352e-02
  1.0922e+03  5.6400e-01  5.2185e-02
  1.0933e+03  6.6707e-01  6.8397e-02
  1.0943e+03  8.1781e-01  4.7284e-02
  1.0954e+03  6.4418e-01  4.1756e-02
  1.0964e+03  5.9527e-01  3.1131e-02
  1.0975e+03  5.1852e-01  4.5657e-02
  1.0985e+03  7.8529e-01  6.5073e-02
  1.0996e+03  8.1660e-01  6.3248e-02
  1.1006e+03  7.5803e-01  5.5742e-02
  1.1017e+03  6.8413e-01  5.1757e-02
  1.1027e+03  7.2219e-01  4.4695e-02
  1.1038e+03  6.6138e-01  4.6612e-02
  1.1048e+03  5.6846e-01  4.2499e-02
  1.1059e+03  8.0839e-01  4.0521e-02
  1.1069e+03  8.1987e-01  6.3461e-02
  1.1080e+03  5.8370e-01  4.5369e-02
  1.1090e+03  7.0136e-01  5.5619e-02
  1.1101e+03  7.4464e-01  5.1333e-02
  1.1111e+03  7.0768e-01  3.9188e-02
  1.1122e+03  6.3629e-01  6.6685e-02
  1.1132e+03  6.8464e-01  4.9201e-02
  1.1143e+03  6.7306e-01  5.7703e-02
  1.1153e+03  7.6867e-01  5.0307e-02
  1.1164e+03  6.8149e-01  5.1008e-02
  1.1174e+03  6.6110e-01  5.4562e-02
  1.1185e+03  6.0409e-01  4.3269e-02
  1.1195e+03  6.2420e-01  5.1496e-02
  1.1206e+03  5.3019e-01  5.1116e-02
  1.1217e+03  5.3160e-01  3.9381e-02
  1.1227e+03  7.1673e-01  4.7967e-02
  1.1238e+03  6.4547e-01  4.9290e-02
  1.1248e+03  5.1917e-01  4.9774e-02
  1.1259e+03  5.4684e-01  5.0659e-02
  1.1269e+03  5.4537e-01  5.3626e-02
  1.1280e+03  5.1883e-01  4.6277e-02
  1.1290e+03  5.3082e-01  4.4231e-02
  1.1301e+03  5.6147e-01  4.3424e-02
  1.1311e+03  6.5331e-01  2.9694e-02
  1.1322e+03  7.7310e-01  4.9735e-02
  1.1332e+03  5.8124e-01  3.1793e-02
  1.1343e+03  5.8277e-01  3.1617e-02
  1.1353e+03  7.1650e-01  4.7140e-02
  1.1364e+03  6.3687e-01  2.8941e-02
  1.1374e+03  6.8284e-01  4.1192e-02
  1.1385e+03  7.8171e-01  4.3133e-02
  1.1395e+03  6.1261e-01  3.6036e-02
  1.1406e+03  5.1446e-01  3.2450e-02
  1.1416e+03  4.5010e-01  4.6816e-02
  1.1427e+03  6.7798e-01  4.6723e-02
  1.1437e+03  5.9662e-01  5.4622e-02
  1.1448e+03  5.7226e-01  3.7628e-02
  1.1458e+03  6.6802e-01  7.1668e-02
  1.1469e+03  7.1682e-01  5.0115e-02
  1.1479e+03  7.3320e-01  4.3316e-02
  1.1490e+03  6.2655e-01  4.1653e-02
  1.1500e+03  7.6931e-01  4.7681e-02
  1.1511e+03  7.5804e-01  3.9241e-02
  1.1521e+03  6.9928e-01  5.7632e-02
  1.1532e+03  6.3598e-01  4.6072e-02
  1.1542e+03  6.5140e-01  4.6625e-02
  1.1553e+03  6.1566e-01  4.4169e-02
  1.1563e+03  6.7028e-01  4.2612e-02
  1.1574e+03  6.5123e-01  4.7001e-02
  1.1584e+03  6.6533e-01  5.4632e-02
  1.1595e+03  7.4397e-01  5.6680e-02
  1.1605e+03  6.3119e-01  5.9723e-02
  1.1616e+03  7.6029e-01  4.9226e-02
  1.1626e+03  7.6027e-01  5.0016e-02
  1.1637e+03  5.6632e-01  3.9621e-02
  1.1647e+03  6.0599e-01  3.5673e-02
  1.1658e+03  6.0265e-01  5.2401e-02
  1.1668e+03  7.0213e-01  4.1969e-02
  1.1679e+03  7.4219e-01  4.3046e-02
  1.1689e+03  6.2263e-01  4.4208e-02
  1.1700e+03  6.7350e-01  4.2285e-02
  1.1710e+03  5.7451e-01  4.7602e-02
  1.1721e+03  5.6774e-01  3.5430e-02
  1.1731e+03  6.2624e-01  4.1851e-02
  1.1742e+03  4.6771e-01  4.8250e-02
  1.1752e+03  4.9608e-01  5.7270e-02
  1.1763e+03  7.2072e-01  4.0782e-02
  1.1773e+03  4.3284e-01  2.7627e-02
  1.1784e+03  5.5654e-01  4.3683e-02
  1.1794e+03  5.6845e-01  5.2642e-02
  1.1805e+03  5.8030e-01  4.2245e-02
  1.1815e+03  5.3945e-01  4.7137e-02
  1.1826e+03  6.6037e-01  4.1292e-02
  1.1836e+03  6.2399e-01  3.6344e-02
  1.1847e+03  5.3084e-01  4.2777e-02
  1.1857e+03  5.8539e-01  5.3922e-02
  1.1868e+03  5.9538e-01  4.0533e-02
  1.1878e+03  4.4273e-01  4.5129e-02
  1.1889e+03  4.1146e-01  4.8023e-02
  1.1899e+03  4.3848e-01  2.3746e-02
  1.1910e+03  5.0207e-01  2.7242e-02
  1.1920e+03  5.6063e-01  4.1306e-02
  1.1931e+03  5.2882e-01  3.1441e-02
  1.1941e+03  5.7105e-01  5.1856e-02
  1.1952e+03  6.0754e-01  3.5921e-02
  1.1962e+03  7.0132e-01  4.2827e-02
  1.1973e+03  6.0082e-01  5.3342e-02
  1.1983e+03  5.8727e-01  4.2403e-02
  1.1994e+03  6.2918e-01  5.4177e-02
  1.2005e+03  5.1164e-01  3.6099e-02
  1.2015e+03  5.4018e-01  4.1264e-02
  1.2026e+03  4.4614e-01  5.4535e-02
  1.2036e+03  3.5058e-01  3.9166e-02
  1.2047e+03  3.8978e-01  4.5277e-02
  1.2057e+03  4.6975e-01  5.0320e-02
  1.2068e+03  4.1838e-01  4.3801e-02
  1.2078e+03  5.3711e-01  4.5949e-02
  1.2089e+03  4.2774e-01  4.7763e-02
  1.2099e+03  5.0073e-01  4.1059e-02
  1.2110e+03  7.4928e-01  5.5173e-02
  1.2120e+03  7.6811e-01  7.3327e-02
  1.2131e+03  1.4520e+00  9.4828e-02
  1.2141e+03  2.1273e+00  8.8094e-02
  1.2152e+03  2.5883e+00  8.9366e-02
  1.2162e+03  3.1829e+00  9.6272e-02
  1.2173e+03  2.4870e+00  6.6585e-02
  1.2183e+03  1.8169e+00  9.4335e-02
  1.2194e+03  1.5262e+00  4.6337e-02
  1.2204e+03  1.2409e+00  3.7874e-02
  1.2215e+03  1.0791e+00  4.7733e-02
  1.2225e+03  9.6251e-01  4.6115e-02
  1.2236e+03  9.1425e-01  4.7001e-02
  1.2246e+03  8.3651e-01  4.9901e-02
  1.2257e+03  8.2002e-01  2.8118e-02
  1.2267e+03  9.0454e-01  5.5489e-02
  1.2278e+03  9.0405e-01  4.2085e-02
  1.2288e+03  8.2923e-01  4.0126e-02
  1.2299e+03  8.5276e-01  4.2278e-02
  1.2309e+03  7.5646e-01  3.2836e-02
  1.2320e+03  9.4108e-01  4.3544e-02
  1.2330e+03  8.4462e-01  4.7510e-02
  1.2341e+03  9.5396e-01  3.5195e-02
  1.2351e+03  9.6418e-01  4.8455e-02
  1.2362e+03  9.2491e-01  4.3916e-02
  1.2372e+03  8.0967e-01  3.8952e-02
  1.2383e+03  8.5649e-01  5.2982e-02
  1.2393e+03  9.1246e-01  3.5687e-02
  1.2404e+03  9.2174e-01  5.1390e-02
  1.2414e+03  1.0189e+00  3.5747e-02
  1.2425e+03  9.9141e-01  2.8650e-02
  1.2435e+03  1.0056e+00  4.1886e-02
  1.2446e+03  9.7634e-01  3.8820e-02
  1.2456e+03  1.0681e+00  5.1431e-02
  1.2467e+03  1.0171e+00  4.0324e-02
  1.2477e+03  1.0875e+00  3.7247e-02
  1.2488e+03  1.0159e+00  3.8456e-02
  1.2498e+03  1.0060e+00  3.7389e-02
  1.2509e+03  9.8265e-01  7.6168e-02
  1.2519e+03  1.0086e+00  4.1985e-02
  1.2530e+03  9.1394e-01  5.6721e-02
  1.2540e+03  9.7178e-01  5.2576e-02
  1.2551e+03  1.0182e+00  3.7180e-02
  1.2561e+03  8.0627e-01  4.9972e-02
  1.2572e+03  7.4446e-01  4.5091e-02
  1.2582e+03  7.7074e-01  4.5079e-02
  1.2593e+03  7.4438e-01  3.3549e-02
  1.2603e+03  9.3281e-01  5.7991e-02
  1.2614e+03  1.0468e+00  4.7816e-02
  1.2624e+03  1.0325e+00  4.3697e-02
  1.2635e+03  1.0741e+00  4.1033e-02
  1.2645e+03  1.1348e+00  4.4751e-02
  1.2656e+03  1.1270e+00  4.6547e-02
  1.2666e+03  1.1415e+00  3.1241e-02
  1.2677e+03  1.0854e+00  3.9638e-02
  1.2687e+03  1.0822e+00  3.8771e-02
  1.2698e+03  1.0555e+00  4.3107e-02
  1.2708e+03  1.0128e+00  3.5617e-02
  1.2719e+03  9.5623e-01  4.7121e-02
  1.2729e+03  1.0518e+00  5.4556e-02
  1.2740e+03  1.0598e+00  3.9167e-02
  1.2750e+03  1.1285e+00  3.6106e-02
  1.2761e+03  9.7259e-01  3.4216e-02
  1.2771e+03  1.0286e+00  1.9227e-02
  1.2782e+03  1.0737e+00  3.3356e-02
  1.2792e+03  1.1194e+00  4.2709e-02
  1.2803e+03  1.0532e+00  4.4031e-02
  1.2814e+03  9.3032e-01  4.6419e-02
  1.2824e+03  1.0147e+00  4.8778e-02
  1.2835e+03  1.1208e+00  4.7382e-02
  1.2845e+03  1.1358e+00  4.9544e-02
  1.2856e+03  1.1236e+00  3.1201e-02
  1.2866e+03  9.9941e-01  3.4631e-02
  1.2877e+03  1.0737e+00  4.7648e-02
  1.2887e+03  1.0189e+00  3.3681e-02
  1.2898e+03  1.0822e+00  4.2864e-02
  1.2908e+03  8.9017e-01  3.7347e-02
  1.2919e+03  1.2059e+00  3.4270e-02
  1.2929e+03  1.0465e+00  5.3178e-02
  1.2940e+03  9.8113e-01  3.4392e-02
  1.2950e+03  9.9718e-01  3.8886e-02
  1.2961e+03  1.1525e+00  6.1043e-02
  1.2971e+03  8.7792e-01  4.7372e-02
  1.2982e+03  8.3673e-01  3.6293e-02
  1.2992e+03  7.7829e-01  5.1610e-02
  1.3003e+03  7.6638e-01  3.7472e-02
  1.3013e+03  7.5834e-01  5.2499e-02
  1.3024e+03  7.1175e-01  4.3414e-02
  1.3034e+03  9.0527e-01  4.9168e-02
  1.3045e+03  9.8565e-01  4.3249e-02
  1.3055e+03  9.6406e-01  3.9777e-02
  1.3066e+03  1.2486e+00  5.0955e-02
  1.3076e+03  1.1398e+00  5.5705e-02
  1.3087e+03  1.0465e+00  3.6847e-02
  1.3097e+03  1.1943e+00  5.1083e-02
  1.3108e+03  1.2400e+00  5.3824e-02
  1.3118e+03  1.0112e+00  3.8224e-02
  1.3129e+03  1.0193e+00  3.1444e-02
  1.3139e+03  1.0449e+00  3.8753e-02
  1.3150e+03  1.1446e+00  3.9209e-02
  1.3160e+03  9.5126e-01  4.7307e-02
  1.3171e+03  1.2111e+00  4.4541e-02
  1.3181e+03  1.0692e+00  4.9115e-02
  1.3192e+03  1.0176e+00  2.9141e-02
  1.3202e+03  1.0962e+00  4.3206e-02
  1.3213e+03  1.0202e+00  5.4089e-02
  1.3223e+03  1.1186e+00  4.5257e-02
  1.3234e+03  1.0093e+00  4.0198e-02
  1.3244e+03  9.6232e-01  3.9322e-02
  1.3255e+03  9.5146e-01  4.1911e-02
  1.3265e+03  1.2212e+00  4.4946e-02
  1.3276e+03  1.0541e+00  5.1436e-02
  1.3286e+03  9.9118e-01  3.9130e-02
  1.3297e+03  1.0087e+00  4.9949e-02
  1.3307e+03  8.8952e-01  6.9734e-02
  1.3318e+03  7.6285e-01  4.6327e-02
  1.3328e+03  9.3603e-01  5.3634e-02
  1.3339e+03  7.9671e-01  4.2771e-02
  1.3349e+03  7.4348e-01  5.6407e-02
  1.3360e+03  1.0041e+00  3.6531e-02
  1.3370e+03  1.0897e+00  3.5822e-02
  1.3381e+03  1.1266e+00  5.1643e-02
  1.3391e+03  9.8677e-01  4.0964e-02
  1.3402e+03  9.0120e-01  5.8294e-02
  1.3412e+03  9.6817e-01  3.1558e-02
  1.3423e+03  1.0708e+00  5.1978e-02
  1.3433e+03  1.0939e+00  4.8055e-02
  1.3444e+03  9.7500e-01  3.4101e-02
  1.3454e+03  8.8834e-01  4.7287e-02
  1.3465e+03  1.0598e+00  3.9668e-02
  1.3475e+03  1.1005e+00  3.1514e-02
  1.3486e+03  9.6867e-01  4.4336e-02
  1.3496e+03  1.0991e+00  6.3832e-02
  1.3507e+03  1.0653e+00  4.7160e-02
  1.3517e+03  1.0860e+00  5.0462e-02
  1.3528e+03  1.0607e+00  4.1677e-02
  1.3538e+03  1.0930e+00  5.0197e-02
  1.3549e+03  1.1383e+00  4.9854e-02
  1.3559e+03  1.0936e+00  4.5945e-02
  1.3570e+03  1.0939e+00  5.6989e-02
  1.3580e+03  1.1274e+00  6.7387e-02
  1.3591e+03  1.1021e+00  4.5363e-02
  1.3602e+03  1.2038e+00  4.7130e-02
  1.3612e+03  9.4766e-01  4.9171e-02
  1.3623e+03  9.8663e-01  5.2671e-02
  1.3633e+03  9.8287e-01  4.0298e-02
  1.3644e+03  9.1865e-01  4.1587e-02
  1.3654e+03  9.4370e-01  4.0785e-02
  1.3665e+03  9.9369e-01  3.5689e-02
  1.3675e+03  9.4533e-01  5.0016e-02
  1.3686e+03  1.1127e+00  5.6020e-02
  1.3696e+03  9.8830e-01  6.5716e-02
  1.3707e+03  1.0787e+00  2.7583e-02
  1.3717e+03  1.0537e+00  4.4532e-02
  1.3728e+03  9.4529e-01  5.8872e-02
  1.3738e+03  1.0541e+00  3.2086e-02
  1.3749e+03  1.0007e+00  4.8572e-02
  1.3759e+03  1.1037e+00  3.9774e-02
  1.3770e+03  1.0910e+00  4.5327e-02
  1.3780e+03  1.0624e+00  4.2845e-02
  1.3791e+03  1.1004e+00  5.0514e-02
  1.3801e+03  1.0435e+00  3.2456e-02
  1.3812e+03  9.8912e-01  5.3081e-02
  1.3822e+03  9.8315e-01  4.4101e-02
  1.3833e+03  9.3903e-01  4.9573e-02
  1.3843e+03  9.1308e-01  4.8741e-02
  1.3854e+03  1.0099e+00  3.6461e-02
  1.3864e+03  9.2490e-01  4.4397e-02
  1.3875e+03  9.2892e-01  3.6444e-02
  1.3885e+03  8.4553e-01  6.4418e-02
  1.3896e+03  8.2329e-01  4.3219e-02
  1.3906e+03  9.2666e-01  4.5634e-02
  1.3917e+03  7.6880e-01  4.5278e-02
  1.3927e+03  7.8217e-01  3.8413e-02
  1.3938e+03  8.8766e-01  5.4381e-02
  1.3948e+03  6.7583e-01  3.8204e-02
  1.3959e+03  9.3035e-01  3.5171e-02
  1.3969e+03  8.2704e-01  3.9246e-02
  1.3980e+03  9.6760e-01  4.3567e-02
  1.3990e+03  8.1343e-01  4.5085e-02
  1.4001e+03  7.0809e-01  4.2135e-02
  1.4011e+03  9.0364e-01  3.4964e-02
  1.4022e+03  9.0909e-01  3.5988e-02
  1.4032e+03  9.3230e-01  5.7978e-02
  1.4043e+03  8.4472e-01  4.9476e-02
  1.4053e+03  1.0450e+00  6.4591e-02
  1.4064e+03  9.2534e-01  3.8278e-02
  1.4074e+03  1.0759e+00  4.9346e-02
  1.4085e+03  1.2262e+00  4.0528e-02
  1.4095e+03  1.0502e+00  3.2583e-02
  1.4106e+03  9.5542e-01  3.8282e-02
  1.4116e+03  1.1067e+00  6.0336e-02
  1.4127e+03  1.0292e+00  3.3583e-02
  1.4137e+03  1.1012e+00  5.5844e-02
  1.4148e+03  9.2528e-01  5.8333e-02
  1.4158e+03  1.0424e+00  2.9923e-02
  1.4169e+03  8.9082e-01  4.4546e-02
  1.4179e+03  1.0277e+00  4.0835e-02
  1.4190e+03  1.0556e+00  4.6875e-02
  1.4200e+03  9.5586e-01  4.0180e-02
  1.4211e+03  1.0299e+00  3.6137e-02
  1.4221e+03  9.6417e-01  4.2735e-02
  1.4232e+03  1.0302e+00  4.3463e-02
  1.4242e+03  8.8517e-01  3.9379e-02
  1.4253e+03  9.7467e-01  2.9332e-02
  1.4263e+03  8.7292e-01  4.4524e-02
  1.4274e+03  1.0189e+00  3.5401e-02
  1.4284e+03  9.0008e-01  4.2790e-02
  1.4295e+03  1.0159e+00  3.8646e-02
  1.4305e+03  9.5824e-01  3.1511e-02
  1.4316e+03  1.1142e+00  6.3926e-02
  1.4326e+03  8.5203e-01  3.9084e-02
  1.4337e+03  9.9274e-01  4.0012e-02
  1.4347e+03  1.0991e+00  4.5330e-02
  1.4358e+03  9.9736e-01  5.4122e-02
  1.4368e+03  9.0268e-01  6.6870e-02
  1.4379e+03  9.5298e-01  6.1723e-02
  1.4389e+03  9.1748e-01  4.3506e-02
  1.4400e+03  1.0516e+00  6.1391e-02
  1.4411e+03  9.4409e-01  3.8210e-02
  1.4421e+03  8.9047e-01  6.4879e-02
  1.4432e+03  8.7300e-01  4.7227e-02
  1.4442e+03  1.1063e+00  4.8019e-02
  1.4453e+03  9.9451e-01  4.0091e-02
  1.4463e+03  1.0107e+00  3.6621e-02
  1.4474e+03  1.0188e+00  6.5392e-02
  1.4484e+03  8.2776e-01  4.3159e-02
  1.4495e+03  1.1212e+00  3.7019e-02
  1.4505e+03  9.0198e-01  5.2772e-02
  1.4516e+03  9.1693e-01  4.0930e-02
  1.4526e+03  1.0440e+00  6.3633e-02
  1.4537e+03  1.0344e+00  4.6670e-02
  1.4547e+03  1.2647e+00  6.8263e-02
  1.4558e+03  1.0182e+00  5.4152e-02
  1.4568e+03  8.7805e-01  4.1207e-02
  1.4579e+03  9.9404e-01  5.2769e-02
  1.4589e+03  9.6360e-01  5.1270e-02
  1.4600e+03  9.8090e-01  5.2313e-02
  1.4610e+03  8.6965e-01  5.6847e-02
  1.4621e+03  9.7465e-01  6.3858e-02
  1.4631e+03  1.0459e+00  3.1843e-02
  1.4642e+03  1.1910e+00  5.3362e-02
  1.4652e+03  1.1247e+00  5.3082e-02
  1.4663e+03  9.3743e-01  3.8633e-02
