wave flux error
  1.4673e+03  9.2186e-01  6.9063e-02
  1.4684e+03  9.9034e-01  3.8003e-02
  1.4694e+03  9.5758e-01  4.8245e-02
  1.4705e+03  9.3073e-01  4.1387e-02
  1.4715e+03  9.4986e-01  4.5872e-02
  1.4726e+03  9.9877e-01  3.8383e-02
  1.4736e+03  1.0083e+00  5.8469e-02
  1.4747e+03  1.0071e+00  3.9694e-02
  1.4757e+03  1.0122e+00  4.5808e-02
  1.4768e+03  9.3739e-01  4.0233e-02
  1.4778e+03  1.0462e+00  4.2001e-02
  1.4789e+03  1.0821e+00  4.1392e-02
  1.4799e+03  1.0337e+00  5.9251e-02
  1.4810e+03  7.7650e-01  5.6253e-02
  1.4820e+03  9.4714e-01  3.8456e-02
  1.4831e+03  9.0488e-01  5.3464e-02
  1.4841e+03  1.0971e+00  6.8948e-02
  1.4852e+03  9.0530e-01  6.2774e-02
  1.4862e+03  9.2125e-01  6.0494e-02
  1.4873e+03  8.8824e-01  5.0806e-02
  1.4883e+03  1.0374e+00  3.9053e-02
  1.4894e+03  9.8919e-01  4.7909e-02
  1.4904e+03  9.2399e-01  3.8382e-02
  1.4915e+03  8.8969e-01  4.8421e-02
  1.4925e+03  9.8289e-01  3.9610e-02
  1.4936e+03  1.0070e+00  4.9502e-02
  1.4946e+03  9.8596e-01  3.8820e-02
  1.4957e+03  9.4179e-01  6.6328e-02
  1.4967e+03  1.0544e+00  7.9412e-02
  1.4978e+03  8.6652e-01  3.9199e-02
  1.4988e+03  8.5745e-01  3.4212e-02
  1.4999e+03  8.6482e-01  6.1963e-02
  1.5009e+03  8.4286e-01  5.4226e-02
  1.5020e+03  1.0326e+00  3.5483e-02
  1.5030e+03  8.9097e-01  4.6070e-02
  1.5041e+03  9.4345e-01  4.6067e-02
  1.5051e+03  9.2839e-01  6.4900e-02
  1.5062e+03  9.4626e-01  4.9424e-02
  1.5072e+03  8.6142e-01  6.5535e-02
  1.5083e+03  9.2143e-01  4.2694e-02
  1.5093e+03  9.4596e-01  5.8609e-02
  1.5104e+03  8.5260e-01  5.7057e-02
  1.5114e+03  1.0164e+00  3.7452e-02
  1.5125e+03  1.0566e+00  5.3691e-02
  1.5135e+03  8.6221e-01  3.3950e-02
  1.5146e+03  9.0304e-01  4.7137e-02
  1.5156e+03  1.0435e+00  6.7966e-02
  1.5167e+03  7.7678e-01  5.9588e-02
  1.5177e+03  7.7972e-01  5.4313e-02
  1.5188e+03  9.4004e-01  4.7008e-02
  1.5198e+03  9.3642e-01  4.5519e-02
  1.5209e+03  7.9300e-01  5.5974e-02
  1.5220e+03  8.1027e-01  5.4367e-02
  1.5230e+03  8.8602e-01  7.4678e-02
  1.5241e+03  8.2571e-01  5.8893e-02
  1.5251e+03  7.3093e-01  3.6083e-02
  1.5262e+03  6.5253e-01  3.9059e-02
  1.5272e+03  6.7562e-01  6.0811e-02
  1.5283e+03  1.0084e+00  3.6032e-02
  1.5293e+03  7.1455e-01  6.1054e-02
  1.5304e+03  9.4595e-01  5.4309e-02
  1.5314e+03  8.4855e-01  6.0091e-02
  1.5325e+03  9.0446e-01  5.4538e-02
  1.5335e+03  7.0652e-01  4.6196e-02
  1.5346e+03  8.6234e-01  5.8281e-02
  1.5356e+03  8.4445e-01  6.5454e-02
  1.5367e+03  6.9835e-01  6.8045e-02
  1.5377e+03  7.5213e-01  5.5253e-02
  1.5388e+03  8.8783e-01  6.0671e-02
  1.5398e+03  6.9016e-01  5.3210e-02
  1.5409e+03  7.6220e-01  6.9868e-02
  1.5419e+03  6.3420e-01  6.5870e-02
  1.5430e+03  5.5499e-01  5.7492e-02
  1.5440e+03  7.4105e-01  5.0012e-02
  1.5451e+03  5.1163e-01  3.5142e-02
  1.5461e+03  6.1898e-01  4.6498e-02
  1.5472e+03  4.1571e-01  6.0950e-02
  1.5482e+03  5.7229e-01  6.8942e-02
  1.5493e+03  7.1292e-01  3.9568e-02
  1.5503e+03  7.8961e-01  7.1985e-02
  1.5514e+03  8.4722e-01  5.2575e-02
  1.5524e+03  9.7845e-01  6.5227e-02
  1.5535e+03  1.1369e+00  2.6751e-02
  1.5545e+03  9.2390e-01  6.2132e-02
  1.5556e+03  1.0363e+00  4.9555e-02
  1.5566e+03  9.7811e-01  6.1479e-02
  1.5577e+03  9.3602e-01  5.8987e-02
  1.5587e+03  1.0638e+00  5.3707e-02
  1.5598e+03  8.0740e-01  6.7395e-02
  1.5608e+03  7.6434e-01  7.1307e-02
  1.5619e+03  1.0556e+00  4.4041e-02
  1.5629e+03  8.6806e-01  4.0945e-02
  1.5640e+03  8.8585e-01  5.5992e-02
  1.5650e+03  8.9648e-01  5.8113e-02
  1.5661e+03  1.0054e+00  5.3385e-02
  1.5671e+03  8.6792e-01  7.6505e-02
  1.5682e+03  9.2750e-01  5.1371e-02
  1.5692e+03  8.2676e-01  5.0240e-02
  1.5703e+03  1.0318e+00  9.2969e-02
  1.5713e+03  9.5280e-01  4.4840e-02
  1.5724e+03  9.2763e-01  7.5220e-02
  1.5734e+03  7.4506e-01  6.2713e-02
  1.5745e+03  1.1019e+00  6.5250e-02
  1.5755e+03  8.9591e-01  6.7908e-02
  1.5766e+03  8.5052e-01  7.0738e-02
  1.5776e+03  9.6775e-01  7.1470e-02
  1.5787e+03  9.1250e-01  6.1103e-02
  1.5797e+03  9.5295e-01  4.3050e-02
  1.5808e+03  9.0172e-01  7.4084e-02
  1.5818e+03  8.8108e-01  4.1669e-02
  1.5829e+03  9.1601e-01  4.8095e-02
  1.5839e+03  9.2205e-01  6.0253e-02
  1.5850e+03  9.8479e-01  4.0100e-02
  1.5860e+03  8.2028e-01  4.6015e-02
  1.5871e+03  8.7118e-01  5.2504e-02
  1.5881e+03  6.9399e-01  5.5730e-02
  1.5892e+03  8.2441e-01  5.3139e-02
  1.5902e+03  9.8516e-01  4.7453e-02
  1.5913e+03  9.7091e-01  7.0095e-02
  1.5923e+03  9.0115e-01  5.3073e-02
  1.5934e+03  1.0044e+00  3.4644e-02
  1.5944e+03  9.4431e-01  8.8038e-02
  1.5955e+03  7.9890e-01  4.3197e-02
  1.5965e+03  9.4539e-01  7.4603e-02
  1.5976e+03  8.4611e-01  4.3380e-02
  1.5986e+03  7.9260e-01  5.1853e-02
  1.5997e+03  7.8725e-01  7.5130e-02
  1.6008e+03  1.0389e+00  4.1410e-02
  1.6018e+03  6.1044e-01  9.7999e-02
  1.6029e+03  7.5782e-01  5.7197e-02
  1.6039e+03  7.9109e-01  5.8960e-02
  1.6050e+03  9.6061e-01  5.7838e-02
  1.6060e+03  6.6345e-01  9.3692e-02
  1.6071e+03  7.2506e-01  5.6673e-02
  1.6081e+03  8.2281e-01  6.5361e-02
  1.6092e+03  7.4433e-01  7.4896e-02
  1.6102e+03  6.4116e-01  5.1461e-02
  1.6113e+03  1.0318e+00  7.4369e-02
  1.6123e+03  8.0384e-01  4.1728e-02
  1.6134e+03  9.8748e-01  5.1299e-02
  1.6144e+03  8.5955e-01  4.6356e-02
  1.6155e+03  9.1290e-01  4.0015e-02
  1.6165e+03  8.5846e-01  7.6535e-02
  1.6176e+03  9.7692e-01  7.0878e-02
  1.6186e+03  6.0121e-01  3.8074e-02
  1.6197e+03  8.6413e-01  7.2829e-02
  1.6207e+03  9.5670e-01  7.3531e-02
  1.6218e+03  8.6936e-01  4.9986e-02
  1.6228e+03  7.9025e-01  5.3054e-02
  1.6239e+03  6.8157e-01  8.1918e-02
  1.6249e+03  8.5213e-01  5.1635e-02
  1.6260e+03  8.5084e-01  4.2138e-02
  1.6270e+03  7.5965e-01  5.4278e-02
  1.6281e+03  7.9381e-01  6.2337e-02
  1.6291e+03  9.0275e-01  5.6669e-02
  1.6302e+03  9.2172e-01  6.4727e-02
  1.6312e+03  8.8846e-01  5.8863e-02
  1.6323e+03  9.6207e-01  5.2541e-02
  1.6333e+03  8.3185e-01  5.9178e-02
  1.6344e+03  9.1572e-01  4.6726e-02
  1.6354e+03  9.0489e-01  6.7191e-02
  1.6365e+03  7.1454e-01  5.4628e-02
  1.6375e+03  8.7664e-01  8.9506e-02
  1.6386e+03  9.2205e-01  5.7039e-02
  1.6396e+03  8.6884e-01  9.1985e-02
  1.6407e+03  8.2816e-01  1.1361e-01
  1.6417e+03  9.0640e-01  6.5156e-02
  1.6428e+03  8.8741e-01  8.6836e-02
  1.6438e+03  9.0548e-01  9.4402e-02
  1.6449e+03  8.1731e-01  8.7104e-02
  1.6459e+03  9.8652e-01  9.9912e-02
  1.6470e+03  8.0411e-01  7.7129e-02
  1.6480e+03  7.4572e-01  4.3535e-02
  1.6491e+03  6.8934e-01  9.9697e-02
  1.6501e+03  8.9046e-01  8.4686e-02
  1.6512e+03  9.8260e-01  5.5305e-02
  1.6522e+03  8.9951e-01  7.2831e-02
  1.6533e+03  7.9582e-01  5.5840e-02
  1.6543e+03  7.5360e-01  7.6799e-02
  1.6554e+03  8.4728e-01  7.4698e-02
  1.6564e+03  9.9246e-01  6.6937e-02
  1.6575e+03  9.4739e-01  6.3983e-02
  1.6585e+03  7.7517e-01  4.8492e-02
  1.6596e+03  1.0668e+00  7.9257e-02
  1.6606e+03  8.7995e-01  6.0547e-02
  1.6617e+03  7.0361e-01  8.7132e-02
  1.6627e+03  8.5372e-01  7.4358e-02
  1.6638e+03  8.9295e-01  5.3317e-02
  1.6648e+03  9.6476e-01  6.0957e-02
  1.6659e+03  7.2838e-01  7.2338e-02
  1.6669e+03  9.8073e-01  7.5027e-02
  1.6680e+03  6.9194e-01  7.3740e-02
  1.6690e+03  8.7990e-01  6.0709e-02
  1.6701e+03  7.8745e-01  5.8504e-02
  1.6711e+03  6.4463e-01  7.1106e-02
  1.6722e+03  8.3864e-01  5.9550e-02
  1.6732e+03  8.6442e-01  5.8391e-02
  1.6743e+03  5.6917e-01  7.3961e-02
  1.6753e+03  6.1346e-01  6.8248e-02
  1.6764e+03  8.5232e-01  9.5998e-02
  1.6774e+03  8.7233e-01  6.7746e-02
  1.6785e+03  7.4285e-01  5.1659e-02
  1.6795e+03  9.7470e-01  8.2169e-02
  1.6806e+03  8.5849e-01  6.9760e-02
  1.6817e+03  1.0098e+00  8.3451e-02
  1.6827e+03  1.0192e+00  1.1973e-01
  1.6838e+03  8.6288e-01  8.2221e-02
  1.6848e+03  6.7784e-01  8.4454e-02
  1.6859e+03  9.4614e-01  8.5076e-02
  1.6869e+03  1.0466e+00  3.0330e-02
  1.6880e+03  9.8775e-01  1.0921e-01
  1.6890e+03  8.8248e-01  8.0743e-02
  1.6901e+03  6.7378e-01  8.4669e-02
  1.6911e+03  6.5940e-01  8.8837e-02
  1.6922e+03  9.0262e-01  8.4581e-02
  1.6932e+03  7.7636e-01  6.6650e-02
  1.6943e+03  9.8216e-01  8.6043e-02
  1.6953e+03  7.6477e-01  5.6400e-02
  1.6964e+03  7.1540e-01  9.7446e-02
  1.6974e+03  8.8801e-01  9.1950e-02
  1.6985e+03  6.8139e-01  6.2426e-02
  1.6995e+03  1.0845e+00  7.2763e-02
  1.7006e+03  9.6016e-01  6.8561e-02
  1.7016e+03  7.0209e-01  8.4988e-02
  1.7027e+03  6.7575e-01  8.6736e-02
  1.7037e+03  7.3866e-01  1.0012e-01
  1.7048e+03  6.9209e-01  7.4799e-02
  1.7058e+03  9.0552e-01  9.1124e-02
  1.7069e+03  7.2471e-01  7.5912e-02
  1.7079e+03  6.0059e-01  8.5249e-02
  1.7090e+03  8.3090e-01  4.7302e-02
  1.7100e+03  8.0042e-01  4.6864e-02
  1.7111e+03  7.4231e-01  1.1727e-01
  1.7121e+03  7.7105e-01  7.9737e-02
  1.7132e+03  7.5240e-01  8.0146e-02
  1.7142e+03  7.5180e-01  4.8431e-02
  1.7153e+03  9.1052e-01  5.8332e-02
  1.7163e+03  7.2880e-01  8.7184e-02
  1.7174e+03  7.6002e-01  9.9640e-02
  1.7184e+03  7.7811e-01  9.0305e-02
  1.7195e+03  8.6210e-01  1.1549e-01
  1.7205e+03  6.9022e-01  1.2109e-01
  1.7216e+03  7.9906e-01  6.7474e-02
  1.7226e+03  9.0845e-01  7.9973e-02
  1.7237e+03  7.3867e-01  6.9564e-02
  1.7247e+03  8.3640e-01  1.5856e-01
  1.7258e+03  8.2511e-01  1.1824e-01
  1.7268e+03  8.7624e-01  8.6003e-02
  1.7279e+03  7.8950e-01  3.9820e-02
  1.7289e+03  6.9852e-01  9.1631e-02
  1.7300e+03  8.9344e-01  1.2376e-01
  1.7310e+03  6.8915e-01  8.7900e-02
  1.7321e+03  1.0326e+00  1.0389e-01
  1.7331e+03  7.6380e-01  8.5182e-02
  1.7342e+03  7.7084e-01  9.2557e-02
  1.7352e+03  9.8471e-01  5.9245e-02
  1.7363e+03  6.4361e-01  8.1006e-02
  1.7373e+03  6.4611e-01  7.8008e-02
  1.7384e+03  6.8877e-01  1.2335e-01
  1.7394e+03  7.5910e-01  6.1894e-02
  1.7405e+03  9.3805e-01  7.6144e-02
  1.7415e+03  9.5729e-01  1.0030e-01
  1.7426e+03  6.9948e-01  9.6217e-02
  1.7436e+03  9.6990e-01  7.9200e-02
  1.7447e+03  8.8605e-01  6.2911e-02
  1.7457e+03  9.7365e-01  1.5299e-01
  1.7468e+03  7.4863e-01  1.0417e-01
  1.7478e+03  8.7142e-01  8.9594e-02
  1.7489e+03  6.6730e-01  8.2581e-02
  1.7499e+03  9.7287e-01  1.0931e-01
  1.7510e+03  5.2911e-01  1.0470e-01
  1.7520e+03  8.4338e-01  9.2644e-02
  1.7531e+03  7.8746e-01  8.1782e-02
  1.7541e+03  7.1322e-01  8.3392e-02
  1.7552e+03  7.0013e-01  1.2732e-01
  1.7562e+03  6.8570e-01  7.5878e-02
  1.7573e+03  9.3960e-01  7.3088e-02
  1.7583e+03  7.1390e-01  1.6056e-01
  1.7594e+03  7.5256e-01  6.5687e-02
  1.7605e+03  9.0108e-01  1.2724e-01
  1.7615e+03  6.3183e-01  1.2021e-01
  1.7626e+03  8.3920e-01  7.0514e-02
  1.7636e+03  7.3143e-01  1.0986e-01
  1.7647e+03  8.7663e-01  6.4721e-02
  1.7657e+03  8.6422e-01  2.0774e-01
  1.7668e+03  8.8135e-01  8.7537e-02
  1.7678e+03  7.4512e-01  7.5637e-02
  1.7689e+03  5.9518e-01  1.0303e-01
  1.7699e+03  6.8282e-01  9.4764e-02
  1.7710e+03  8.5969e-01  1.0721e-01
  1.7720e+03  7.6306e-01  1.0966e-01
  1.7731e+03  7.0530e-01  8.1616e-02
  1.7741e+03  7.8178e-01  1.7864e-01
  1.7752e+03  6.4160e-01  6.8723e-02
  1.7762e+03  5.6458e-01  8.5268e-02
  1.7773e+03  8.4527e-01  6.0359e-02
  1.7783e+03  5.3167e-01  1.2157e-01
  1.7794e+03  9.4752e-01  5.8839e-02
  1.7804e+03  8.7907e-01  1.0060e-01
  1.7815e+03  8.7181e-01  1.4879e-01
  1.7825e+03  8.6479e-01  1.7733e-01
  1.7836e+03  6.7879e-01  1.0050e-01
  1.7846e+03  7.8671e-01  8.3366e-02
  1.7857e+03  7.3273e-01  8.0523e-02
  1.7867e+03  9.6169e-01  1.3650e-01
  1.7878e+03  9.5724e-01  5.1839e-02
  1.7888e+03  6.6430e-01  1.1821e-01
  1.7899e+03  6.7230e-01  1.2778e-01
  1.7909e+03  6.5248e-01  1.5197e-01
  1.7920e+03  7.0596e-01  1.0830e-01
  1.7930e+03  8.8296e-01  2.0855e-01
  1.7941e+03  7.3098e-01  1.0505e-01
  1.7951e+03  9.2377e-01  8.6613e-02
  1.7962e+03  7.7638e-01  2.0131e-01
  1.7972e+03  6.6919e-01  1.4222e-01
  1.7983e+03  8.7256e-01  2.0986e-01
  1.7993e+03  8.5517e-01  1.8660e-01
  1.8004e+03  7.8792e-01  6.7430e-02
  1.8014e+03  8.3075e-01  7.4781e-02
  1.8025e+03  1.1144e+00  1.7218e-01
  1.8035e+03  9.5768e-01  1.1004e-01
  1.8046e+03  7.1275e-01  1.4878e-01
  1.8056e+03  9.2198e-01  2.0047e-01
  1.8067e+03  7.2735e-01  1.7336e-01
  1.8077e+03  5.0932e-01  1.4629e-01
  1.8088e+03  8.1582e-01  1.1897e-01
  1.8098e+03  1.0040e+00  2.8091e-01
  1.8109e+03  5.3044e-01  1.7550e-01
  1.8119e+03  1.0498e+00  1.0814e-01
  1.8130e+03  8.5538e-01  1.6694e-01
  1.8140e+03  5.6517e-01  1.1285e-01
  1.8151e+03  8.8858e-01  1.5873e-01
  1.8161e+03  8.5095e-01  1.5716e-01
  1.8172e+03  1.0928e+00  3.5761e-01
  1.8182e+03  4.9275e-01  5.6230e-03
  1.8193e+03  8.6125e-01  1.9024e-01
  1.8203e+03  4.7238e-01  1.6069e-01
  1.8214e+03  6.6394e-01  1.5354e-01
  1.8224e+03  7.0994e-01  1.7136e-01
  1.8235e+03  9.5853e-01  2.9247e-01
  1.8245e+03  1.1811e+00  7.1858e-02
  1.8256e+03  7.9211e-01  1.8274e-01
  1.8266e+03  8.0636e-01  8.0113e-02
  1.8277e+03  9.6316e-01  3.6236e-02
  1.8287e+03  7.8140e-01  1.5513e-01
  1.8298e+03  3.2601e-01  1.6042e-01
  1.8308e+03  9.5379e-01  2.6813e-01
  1.8319e+03  6.5323e-01  1.4406e-01
  1.8329e+03  1.1340e+00  2.6384e-01
  1.8340e+03  4.0760e-01  2.5835e-01
  1.8350e+03  7.6564e-01  1.7907e-01
  1.8361e+03  8.0340e-01  1.6390e-01
  1.8371e+03  1.0729e+00  3.1294e-01
  1.8382e+03  9.0058e-01  1.5891e-01
  1.8392e+03  7.5665e-01  1.5174e-01
  1.8403e+03  9.3839e-01  1.5503e-01
  1.8414e+03  9.9555e-01  1.6104e-01
  1.8424e+03  9.8449e-01  1.1560e-01
  1.8435e+03  7.4304e-01  3.3244e-01
  1.8445e+03  6.8842e-01  9.1235e-02
  1.8456e+03  8.3218e-01  7.9093e-02
  1.8466e+03  7.2225e-01  1.4853e-01
  1.8477e+03  8.1653e-01  2.2914e-01
  1.8487e+03  8.7267e-01  1.8494e-01
  1.8498e+03  6.3311e-01  1.3636e-01
  1.8508e+03  9.5291e-01  1.3381e-01
  1.8519e+03  8.5059e-01  4.0380e-01
  1.8529e+03  6.0044e-01  2.3740e-01
  1.8540e+03  8.7220e-01  1.7394e-01
  1.8550e+03  5.1636e-01  1.1237e-01
  1.8561e+03  5.0014e-01  4.0994e-01
  1.8571e+03  7.2126e-01  2.2493e-01
  1.8582e+03  6.3530e-01  9.9686e-02
  1.8592e+03  7.5929e-01  2.3035e-01
  1.8603e+03  5.2643e-01  1.9183e-01
  1.8613e+03  8.6705e-01  2.1924e-01
  1.8624e+03  5.3796e-01  1.6595e-01
  1.8634e+03  6.0968e-01  4.2809e-01
  1.8645e+03  4.9836e-01  1.4962e-01
  1.8655e+03  8.3782e-01  9.7806e-02
  1.8666e+03  1.2952e+00  3.4177e-01
  1.8676e+03  7.0812e-01  2.6784e-01
  1.8687e+03  7.5680e-01  1.9580e-01
  1.8697e+03  4.0411e-01  1.2476e-01
  1.8708e+03  9.9689e-01  2.2285e-01
  1.8718e+03  4.1984e-01  2.0270e-01
  1.8729e+03  1.8401e+00  8.4225e-01
  1.8739e+03  6.2409e-01  1.9923e-01
  1.8750e+03  1.0992e+00  5.8250e-02
  1.8760e+03  6.5360e-01  5.2828e-01
  1.8771e+03  4.8202e-01  1.2312e-01
  1.8781e+03  1.0407e+00  2.2807e-01
  1.8792e+03  1.1075e+00  4.0408e-01
  1.8802e+03  8.3171e-01  3.0468e-01
  1.8813e+03  1.2134e+00  1.2866e-01
  1.8823e+03  8.0117e-01  2.9764e-01
  1.8834e+03  1.1252e+00  1.2034e-01
  1.8844e+03  7.4538e-01  2.5940e-01
  1.8855e+03  6.8353e-01  3.9320e-01
  1.8865e+03  1.3665e+00  4.9116e-01
  1.8876e+03  9.3179e-01  1.8331e-01
  1.8886e+03  1.0608e+00  2.9948e-01
  1.8897e+03  8.1651e-01  1.8718e-01
  1.8907e+03  7.3019e-01  4.9698e-02
  1.8918e+03  1.1420e+00  2.5712e-01
  1.8928e+03  6.1382e-01  2.9082e-01
  1.8939e+03  7.0893e-01  2.6920e-01
  1.8949e+03  8.9130e-01  5.3420e-01
  1.8960e+03  7.4964e-01  6.9837e-02
  1.8970e+03  1.0865e+00  3.1832e-01
  1.8981e+03  8.2029e-01  3.3877e-01
  1.8991e+03  6.5395e-01  2.0359e-01
  1.9002e+03  1.1033e+00  1.7506e-01
  1.9012e+03  1.2290e+00  3.1333e-01
  1.9023e+03  1.2093e+00  2.3203e-01
  1.9033e+03  6.6767e-01  1.7834e-01
  1.9044e+03  1.1026e+00  1.4422e-01
  1.9054e+03  1.2662e+00  5.9012e-01
  1.9065e+03  1.2444e+00  2.2158e-01
  1.9075e+03  1.3564e+00  2.8343e-01
  1.9086e+03  2.1224e+00  4.8538e-01
  1.9096e+03  9.1315e-01  2.4651e-01
  1.9107e+03  4.4213e-01  2.8890e-01
  1.9117e+03  3.1744e-01  5.9783e-01
  1.9128e+03  1.1150e+00  1.5819e-01
  1.9138e+03  9.4978e-01  3.8523e-01
  1.9149e+03  1.0195e+00  2.0296e-01
  1.9159e+03  4.6458e-01  4.2535e-01
  1.9170e+03  9.0576e-01  1.0738e-01
  1.9180e+03  8.4028e-01  4.2025e-01
  1.9191e+03  6.1506e-01  1.7143e-01
  1.9202e+03  9.8844e-01  2.4211e-01
  1.9212e+03  3.1309e-01  1.5523e-01
  1.9223e+03  3.4533e-01  3.9204e-01
  1.9233e+03  4.8589e-01  1.6357e-01
  1.9244e+03  3.3232e-01  8.2014e-02
  1.9254e+03  1.6419e+00  2.2027e-01
  1.9265e+03  7.1104e-01  2.7760e-01
  1.9275e+03  6.5814e-01  4.4963e-01
  1.9286e+03  9.9045e-01  1.5378e-01
  1.9296e+03  6.8095e-01  1.9045e-01
  1.9307e+03  4.7627e-01  2.0030e-01
  1.9317e+03  5.6951e-01  2.5881e-01
  1.9328e+03  5.2728e-01  1.1970e-01
  1.9338e+03  1.2325e+00  7.3390e-02
  1.9349e+03  9.8314e-01  2.0337e-01
  1.9359e+03  7.2926e-01  4.3141e-02
  1.9370e+03  1.1757e+00  4.5617e-01
  1.9380e+03  7.7220e-01  2.6708e-01
  1.9391e+03  4.2970e-01  4.2970e-01
  1.9401e+03  6.0729e-01  3.6980e-01
  1.9412e+03  6.4424e-01  5.5897e-01
  1.9422e+03  0.0000e+00  0.0000e+00
  1.9433e+03  1.0159e+00  1.4248e-01
  1.9443e+03  1.1812e+00  5.6955e-01
  1.9454e+03  1.0791e+00  1.9895e-01
  1.9464e+03  1.0849e+00  2.8026e-01
  1.9475e+03  3.2973e-02  4.0898e-01
  1.9485e+03  3.7200e-01  4.1980e-01
  1.9496e+03  9.5556e-01  4.6285e-02
  1.9506e+03  1.8276e+00  2.4088e-01
  1.9517e+03  1.6921e+00  5.7465e-01
  1.9527e+03  1.1416e+00  3.5279e-01
  1.9538e+03  3.1917e-01  4.2232e-01
  1.9548e+03  1.5000e+00  4.4391e-01
  1.9559e+03  1.5012e+00  4.9148e-01
  1.9569e+03  8.9473e-01  5.6898e-01
  1.9580e+03  8.7781e-01  4.4254e-01
  1.9590e+03  1.2728e+00  2.1278e-01
  1.9601e+03  0.0000e+00  0.0000e+00
  1.9611e+03  5.9773e-01  1.0148e+00
  1.9622e+03  8.6907e-01  3.3120e-01
  1.9632e+03  0.0000e+00  0.0000e+00
  1.9643e+03  9.8928e-01  6.2596e-01
  1.9653e+03  7.3252e-01  6.6287e-01
  1.9664e+03  0.0000e+00  0.0000e+00
  1.9674e+03  5.2767e-01  9.4919e-01
  1.9685e+03  1.5994e+00  3.3359e-01
  1.9695e+03  0.0000e+00  0.0000e+00
  1.9706e+03  1.7532e+00  4.0497e-01
  1.9716e+03  8.0187e-01  5.6451e-01
  1.9727e+03  0.0000e+00  0.0000e+00
  1.9737e+03  4.3421e-01  7.6055e-01
  1.9748e+03  8.0455e-01  6.7244e-01
  1.9758e+03  0.0000e+00  0.0000e+00
  1.9769e+03  1.1958e+00  5.3440e-01
  1.9779e+03  0.0000e+00  0.0000e+00
  1.9790e+03  0.0000e+00  0.0000e+00
  1.9800e+03  1.6942e+00  2.1434e-01
  1.9811e+03  0.0000e+00  0.0000e+00
  1.9821e+03  0.0000e+00  0.0000e+00
  1.9832e+03  5.7122e-01  1.6123e-01
  1.9842e+03  0.0000e+00  0.0000e+00
  1.9853e+03  2.8263e+00  5.1867e-01
  1.9863e+03  9.8389e-01  1.4724e-01
  1.9874e+03  0.0000e+00  0.0000e+00
  1.9884e+03  1.1926e+00  2.5144e-01
  1.9895e+03  1.4129e+00  4.1414e-01
  1.9905e+03  0.0000e+00  0.0000e+00
  1.9916e+03  5.2586e-01  9.9782e-01
  1.9926e+03  1.3936e+00  2.4464e-01
  1.9937e+03  0.0000e+00  0.0000e+00
  1.9947e+03  1.4415e+00  1.0509e+00
  1.9958e+03  0.0000e+00  0.0000e+00
  1.9968e+03  0.0000e+00  0.0000e+00
  1.9979e+03  1.6672e+00  5.2182e-01
