wave flux error
  1.4663e+03  1.0303e+00  4.1946e-02
  1.4673e+03  9.5826e-01  3.4026e-02
  1.4684e+03  1.0793e+00  4.1680e-02
  1.4694e+03  9.4592e-01  4.9490e-02
  1.4705e+03  9.2781e-01  4.2050e-02
  1.4715e+03  9.7269e-01  4.2468e-02
  1.4726e+03  1.0600e+00  2.7054e-02
  1.4736e+03  1.0350e+00  2.7766e-02
  1.4747e+03  1.0524e+00  3.6040e-02
  1.4757e+03  1.0778e+00  4.2410e-02
  1.4768e+03  1.0214e+00  2.3665e-02
  1.4778e+03  1.0232e+00  3.0467e-02
  1.4789e+03  1.0115e+00  4.3343e-02
  1.4799e+03  9.6562e-01  3.3017e-02
  1.4810e+03  9.7891e-01  3.0442e-02
  1.4820e+03  1.0929e+00  3.2322e-02
  1.4831e+03  1.0082e+00  3.4799e-02
  1.4841e+03  9.9280e-01  3.4374e-02
  1.4852e+03  1.0058e+00  3.5517e-02
  1.4862e+03  1.0169e+00  3.0675e-02
  1.4873e+03  9.7185e-01  2.8576e-02
  1.4883e+03  1.0714e+00  3.3258e-02
  1.4894e+03  1.0121e+00  3.3434e-02
  1.4904e+03  9.6687e-01  3.5003e-02
  1.4915e+03  1.0567e+00  4.9251e-02
  1.4925e+03  1.0709e+00  3.3676e-02
  1.4936e+03  9.4748e-01  4.2580e-02
  1.4946e+03  9.0682e-01  3.6695e-02
  1.4957e+03  1.0094e+00  4.4769e-02
  1.4967e+03  9.6693e-01  4.2971e-02
  1.4978e+03  1.0659e+00  3.1077e-02
  1.4988e+03  9.7870e-01  4.4333e-02
  1.4999e+03  9.8658e-01  4.3349e-02
  1.5009e+03  8.9240e-01  2.9578e-02
  1.5020e+03  9.5090e-01  3.8127e-02
  1.5030e+03  1.0747e+00  4.2897e-02
  1.5041e+03  9.2664e-01  2.4873e-02
  1.5051e+03  9.2894e-01  3.2197e-02
  1.5062e+03  9.1548e-01  4.2020e-02
  1.5072e+03  1.0119e+00  3.2244e-02
  1.5083e+03  9.8543e-01  4.1484e-02
  1.5093e+03  1.0517e+00  4.2053e-02
  1.5104e+03  9.4313e-01  4.5159e-02
  1.5114e+03  8.6780e-01  4.7234e-02
  1.5125e+03  9.9962e-01  4.4970e-02
  1.5135e+03  9.7202e-01  4.9416e-02
  1.5146e+03  9.5733e-01  2.9613e-02
  1.5156e+03  1.0411e+00  4.0508e-02
  1.5167e+03  9.5569e-01  4.7398e-02
  1.5177e+03  9.8809e-01  6.3414e-02
  1.5188e+03  1.0579e+00  5.1122e-02
  1.5198e+03  9.8854e-01  5.1093e-02
  1.5209e+03  9.5797e-01  4.3519e-02
  1.5220e+03  8.9541e-01  3.4940e-02
  1.5230e+03  8.4509e-01  5.8861e-02
  1.5241e+03  7.9463e-01  7.0644e-02
  1.5251e+03  7.6057e-01  6.1330e-02
  1.5262e+03  7.1880e-01  5.9807e-02
  1.5272e+03  8.0019e-01  6.4187e-02
  1.5283e+03  8.5558e-01  5.3887e-02
  1.5293e+03  8.7640e-01  5.2178e-02
  1.5304e+03  9.9610e-01  5.4597e-02
  1.5314e+03  9.3782e-01  4.2259e-02
  1.5325e+03  9.2535e-01  3.3687e-02
  1.5335e+03  9.6438e-01  2.8506e-02
  1.5346e+03  9.2594e-01  4.0823e-02
  1.5356e+03  8.1354e-01  4.6788e-02
  1.5367e+03  8.7336e-01  4.6414e-02
  1.5377e+03  9.1769e-01  4.2955e-02
  1.5388e+03  8.9953e-01  2.8940e-02
  1.5398e+03  8.2377e-01  3.9432e-02
  1.5409e+03  8.1078e-01  4.8702e-02
  1.5419e+03  6.9734e-01  3.6140e-02
  1.5430e+03  6.4864e-01  5.1296e-02
  1.5440e+03  7.6722e-01  4.5774e-02
  1.5451e+03  6.2647e-01  4.4287e-02
  1.5461e+03  6.1247e-01  5.3337e-02
  1.5472e+03  6.1235e-01  3.4089e-02
  1.5482e+03  6.8343e-01  4.5526e-02
  1.5493e+03  8.1347e-01  3.8159e-02
  1.5503e+03  7.0087e-01  4.6228e-02
  1.5514e+03  8.3554e-01  4.2872e-02
  1.5524e+03  9.2688e-01  4.3232e-02
  1.5535e+03  1.0474e+00  4.0998e-02
  1.5545e+03  9.9243e-01  3.1451e-02
  1.5556e+03  9.9647e-01  3.1064e-02
  1.5566e+03  1.0710e+00  3.0620e-02
  1.5577e+03  9.2820e-01  3.9574e-02
  1.5587e+03  9.1963e-01  5.7955e-02
  1.5598e+03  1.0639e+00  3.9480e-02
  1.5608e+03  9.7972e-01  3.2019e-02
  1.5619e+03  9.0369e-01  2.9931e-02
  1.5629e+03  8.2580e-01  5.7286e-02
  1.5640e+03  9.5109e-01  4.4822e-02
  1.5650e+03  1.0461e+00  5.5943e-02
  1.5661e+03  8.4181e-01  5.1529e-02
  1.5671e+03  8.7490e-01  3.9749e-02
  1.5682e+03  8.8330e-01  2.8861e-02
  1.5692e+03  1.0151e+00  3.9615e-02
  1.5703e+03  8.8147e-01  3.3143e-02
  1.5713e+03  8.9002e-01  4.8215e-02
  1.5724e+03  9.7614e-01  3.6228e-02
  1.5734e+03  1.0259e+00  4.0413e-02
  1.5745e+03  9.4291e-01  3.4566e-02
  1.5755e+03  9.6722e-01  4.7043e-02
  1.5766e+03  1.0859e+00  4.2475e-02
  1.5776e+03  9.4167e-01  3.8888e-02
  1.5787e+03  9.1724e-01  2.9237e-02
  1.5797e+03  1.0053e+00  4.3501e-02
  1.5808e+03  9.2739e-01  5.0995e-02
  1.5818e+03  9.4326e-01  6.1446e-02
  1.5829e+03  9.0090e-01  4.2063e-02
  1.5839e+03  9.8901e-01  4.4803e-02
  1.5850e+03  9.3265e-01  5.4551e-02
  1.5860e+03  8.9079e-01  4.0213e-02
  1.5871e+03  8.8345e-01  2.3101e-02
  1.5881e+03  9.8997e-01  4.2014e-02
  1.5892e+03  7.9784e-01  2.2560e-02
  1.5902e+03  8.8337e-01  4.0584e-02
  1.5913e+03  1.0006e+00  4.2094e-02
  1.5923e+03  8.0229e-01  6.2919e-02
  1.5934e+03  8.7999e-01  4.5585e-02
  1.5944e+03  8.9077e-01  3.9494e-02
  1.5955e+03  9.6927e-01  3.7114e-02
  1.5965e+03  9.3940e-01  5.4549e-02
  1.5976e+03  9.7916e-01  5.3715e-02
  1.5986e+03  8.7967e-01  5.1533e-02
  1.5997e+03  8.8583e-01  3.6760e-02
  1.6008e+03  9.0617e-01  5.3543e-02
  1.6018e+03  8.6346e-01  4.6044e-02
  1.6029e+03  8.0184e-01  3.0851e-02
  1.6039e+03  8.1411e-01  6.2303e-02
  1.6050e+03  7.5573e-01  4.1212e-02
  1.6060e+03  8.6116e-01  3.8456e-02
  1.6071e+03  6.9677e-01  4.3579e-02
  1.6081e+03  7.5159e-01  4.0314e-02
  1.6092e+03  7.2963e-01  4.3970e-02
  1.6102e+03  9.3776e-01  3.8539e-02
  1.6113e+03  8.1095e-01  5.0462e-02
  1.6123e+03  7.7673e-01  5.2532e-02
  1.6134e+03  8.3244e-01  3.6827e-02
  1.6144e+03  9.8220e-01  5.9203e-02
  1.6155e+03  9.1228e-01  6.4667e-02
  1.6165e+03  9.1601e-01  5.0841e-02
  1.6176e+03  9.9694e-01  4.8421e-02
  1.6186e+03  8.4944e-01  5.6856e-02
  1.6197e+03  8.4726e-01  3.8769e-02
  1.6207e+03  9.2682e-01  6.7838e-02
  1.6218e+03  8.2442e-01  3.6874e-02
  1.6228e+03  9.1613e-01  4.9976e-02
  1.6239e+03  9.9246e-01  4.4351e-02
  1.6249e+03  9.2736e-01  5.5074e-02
  1.6260e+03  9.3100e-01  4.0217e-02
  1.6270e+03  9.7533e-01  5.7561e-02
  1.6281e+03  9.1786e-01  4.4525e-02
  1.6291e+03  7.9879e-01  4.4014e-02
  1.6302e+03  9.0197e-01  5.3560e-02
  1.6312e+03  9.1678e-01  5.2162e-02
  1.6323e+03  9.3180e-01  4.3503e-02
  1.6333e+03  1.0395e+00  4.8196e-02
  1.6344e+03  9.7058e-01  4.4744e-02
  1.6354e+03  8.9770e-01  3.5516e-02
  1.6365e+03  8.7840e-01  4.2224e-02
  1.6375e+03  9.6235e-01  4.8112e-02
  1.6386e+03  9.9520e-01  5.4737e-02
  1.6396e+03  9.8607e-01  4.5112e-02
  1.6407e+03  1.0157e+00  5.9554e-02
  1.6417e+03  1.0417e+00  3.9346e-02
  1.6428e+03  1.0712e+00  3.5962e-02
  1.6438e+03  1.0596e+00  4.1003e-02
  1.6449e+03  1.0465e+00  6.4840e-02
  1.6459e+03  1.0464e+00  5.7568e-02
  1.6470e+03  9.1809e-01  5.8669e-02
  1.6480e+03  9.3681e-01  3.6964e-02
  1.6491e+03  9.5322e-01  4.4459e-02
  1.6501e+03  9.3920e-01  5.2408e-02
  1.6512e+03  9.2118e-01  3.5865e-02
  1.6522e+03  9.0613e-01  4.1198e-02
  1.6533e+03  8.0621e-01  6.0966e-02
  1.6543e+03  9.5435e-01  2.5363e-02
  1.6554e+03  1.0220e+00  4.4442e-02
  1.6564e+03  8.5711e-01  4.4591e-02
  1.6575e+03  7.8891e-01  4.6817e-02
  1.6585e+03  9.2786e-01  4.7904e-02
  1.6596e+03  9.7637e-01  6.2457e-02
  1.6606e+03  9.6272e-01  5.4033e-02
  1.6617e+03  7.6549e-01  4.1819e-02
  1.6627e+03  9.4102e-01  6.2173e-02
  1.6638e+03  1.0007e+00  6.6032e-02
  1.6648e+03  8.3092e-01  2.5349e-02
  1.6659e+03  8.6975e-01  5.0470e-02
  1.6669e+03  8.5260e-01  7.3282e-02
  1.6680e+03  7.8020e-01  7.3854e-02
  1.6690e+03  7.3200e-01  7.0091e-02
  1.6701e+03  9.0423e-01  8.6917e-02
  1.6711e+03  7.2934e-01  4.5344e-02
  1.6722e+03  8.5687e-01  5.9771e-02
  1.6732e+03  7.5641e-01  4.9160e-02
  1.6743e+03  8.1693e-01  4.9289e-02
  1.6753e+03  9.1434e-01  3.8578e-02
  1.6764e+03  1.0456e+00  7.6497e-02
  1.6774e+03  9.0877e-01  5.1896e-02
  1.6785e+03  8.7998e-01  6.0500e-02
  1.6795e+03  9.2901e-01  5.8922e-02
  1.6806e+03  9.0204e-01  4.0419e-02
  1.6817e+03  1.0350e+00  7.0018e-02
  1.6827e+03  1.0449e+00  6.3982e-02
  1.6838e+03  9.6999e-01  5.2244e-02
  1.6848e+03  1.0218e+00  3.3196e-02
  1.6859e+03  9.0580e-01  5.5216e-02
  1.6869e+03  1.0030e+00  3.1663e-02
  1.6880e+03  8.5287e-01  8.6156e-02
  1.6890e+03  1.0435e+00  5.8854e-02
  1.6901e+03  7.9076e-01  6.8794e-02
  1.6911e+03  8.9161e-01  6.3180e-02
  1.6922e+03  1.0954e+00  7.2874e-02
  1.6932e+03  1.0121e+00  4.2430e-02
  1.6943e+03  8.8852e-01  4.5053e-02
  1.6953e+03  1.0160e+00  7.8525e-02
  1.6964e+03  9.9712e-01  4.3262e-02
  1.6974e+03  7.8390e-01  5.1408e-02
  1.6985e+03  9.3457e-01  3.7223e-02
  1.6995e+03  9.5400e-01  5.5858e-02
  1.7006e+03  8.7423e-01  6.6789e-02
  1.7016e+03  9.4832e-01  5.9664e-02
  1.7027e+03  9.1408e-01  4.6794e-02
  1.7037e+03  9.1261e-01  5.4601e-02
  1.7048e+03  8.7189e-01  3.9922e-02
  1.7058e+03  9.1540e-01  5.9232e-02
  1.7069e+03  7.7291e-01  7.8533e-02
  1.7079e+03  8.4134e-01  4.9242e-02
  1.7090e+03  8.4430e-01  6.8182e-02
  1.7100e+03  9.2480e-01  8.0778e-02
  1.7111e+03  9.8496e-01  5.1168e-02
  1.7121e+03  8.6522e-01  5.8101e-02
  1.7132e+03  8.2712e-01  6.9063e-02
  1.7142e+03  9.1866e-01  6.0713e-02
  1.7153e+03  9.8177e-01  6.2600e-02
  1.7163e+03  7.5842e-01  6.6953e-02
  1.7174e+03  8.4659e-01  1.1392e-01
  1.7184e+03  8.8253e-01  5.3419e-02
  1.7195e+03  9.1683e-01  7.9994e-02
  1.7205e+03  9.3654e-01  1.0725e-01
  1.7216e+03  8.6989e-01  6.2601e-02
  1.7226e+03  9.0756e-01  6.2883e-02
  1.7237e+03  9.3348e-01  5.0634e-02
  1.7247e+03  9.6072e-01  5.2497e-02
  1.7258e+03  9.5808e-01  3.9422e-02
  1.7268e+03  9.3753e-01  5.8375e-02
  1.7279e+03  9.6554e-01  5.5617e-02
  1.7289e+03  8.3637e-01  3.5397e-02
  1.7300e+03  9.1946e-01  7.3562e-02
  1.7310e+03  1.0132e+00  6.9662e-02
  1.7321e+03  9.4295e-01  6.4290e-02
  1.7331e+03  8.3732e-01  5.9949e-02
  1.7342e+03  1.0565e+00  6.9504e-02
  1.7352e+03  8.9505e-01  5.0506e-02
  1.7363e+03  8.1148e-01  6.9542e-02
  1.7373e+03  7.7477e-01  2.2781e-02
  1.7384e+03  9.7871e-01  7.7519e-02
  1.7394e+03  9.7301e-01  6.9118e-02
  1.7405e+03  9.0853e-01  5.9169e-02
  1.7415e+03  8.1699e-01  5.2522e-02
  1.7426e+03  8.8683e-01  8.2338e-02
  1.7436e+03  9.3541e-01  1.1196e-01
  1.7447e+03  7.4401e-01  5.1419e-02
  1.7457e+03  7.5405e-01  8.6164e-02
  1.7468e+03  1.0018e+00  5.1171e-02
  1.7478e+03  8.5522e-01  8.7422e-02
  1.7489e+03  1.0609e+00  6.4260e-02
  1.7499e+03  9.0477e-01  9.0570e-02
  1.7510e+03  8.8799e-01  7.8563e-02
  1.7520e+03  9.3454e-01  7.6443e-02
  1.7531e+03  9.7898e-01  5.5740e-02
  1.7541e+03  8.6122e-01  8.7665e-02
  1.7552e+03  7.9805e-01  8.1765e-02
  1.7562e+03  9.2847e-01  6.3017e-02
  1.7573e+03  8.6541e-01  5.9745e-02
  1.7583e+03  8.6061e-01  6.9702e-02
  1.7594e+03  8.2092e-01  2.4182e-02
  1.7605e+03  8.8495e-01  5.1873e-02
  1.7615e+03  9.7284e-01  6.0247e-02
  1.7626e+03  9.2579e-01  4.2146e-02
  1.7636e+03  8.7747e-01  8.3705e-02
  1.7647e+03  8.2133e-01  8.2267e-02
  1.7657e+03  7.6914e-01  6.8149e-02
  1.7668e+03  9.4751e-01  8.2901e-02
  1.7678e+03  9.4879e-01  6.1325e-02
  1.7689e+03  8.4854e-01  8.6610e-02
  1.7699e+03  8.7553e-01  5.2934e-02
  1.7710e+03  7.4591e-01  5.4648e-02
  1.7720e+03  8.3321e-01  4.1034e-02
  1.7731e+03  9.0098e-01  7.5328e-02
  1.7741e+03  9.2872e-01  5.1626e-02
  1.7752e+03  8.9735e-01  6.6868e-02
  1.7762e+03  9.3099e-01  6.7387e-02
  1.7773e+03  9.2627e-01  5.1164e-02
  1.7783e+03  8.2434e-01  6.2454e-02
  1.7794e+03  9.1182e-01  6.1294e-02
  1.7804e+03  1.0689e+00  6.0506e-02
  1.7815e+03  1.0950e+00  6.5907e-02
  1.7825e+03  1.0878e+00  3.9338e-02
  1.7836e+03  8.8960e-01  5.5653e-02
  1.7846e+03  8.0163e-01  6.8232e-02
  1.7857e+03  9.4918e-01  1.0360e-01
  1.7867e+03  7.5401e-01  9.1267e-02
  1.7878e+03  9.7612e-01  3.9333e-02
  1.7888e+03  1.0970e+00  6.3640e-02
  1.7899e+03  9.5805e-01  5.3204e-02
  1.7909e+03  8.3768e-01  6.5229e-02
  1.7920e+03  8.7415e-01  7.9699e-02
  1.7930e+03  8.0240e-01  7.1309e-02
  1.7941e+03  7.2743e-01  1.0786e-01
  1.7951e+03  1.0037e+00  7.5549e-02
  1.7962e+03  7.9060e-01  5.4203e-02
  1.7972e+03  8.2951e-01  6.5568e-02
  1.7983e+03  9.9241e-01  7.2609e-02
  1.7993e+03  9.3393e-01  7.6602e-02
  1.8004e+03  1.0511e+00  5.9591e-02
  1.8014e+03  8.6369e-01  1.3666e-01
  1.8025e+03  8.6748e-01  1.2331e-01
  1.8035e+03  9.0883e-01  6.9803e-02
  1.8046e+03  8.5146e-01  8.1984e-02
  1.8056e+03  7.7375e-01  1.0674e-01
  1.8067e+03  8.5583e-01  5.9093e-02
  1.8077e+03  1.2068e+00  3.3436e-02
  1.8088e+03  9.3514e-01  5.0965e-02
  1.8098e+03  9.7729e-01  6.7079e-02
  1.8109e+03  9.4557e-01  7.8715e-02
  1.8119e+03  9.1832e-01  4.6611e-02
  1.8130e+03  9.7757e-01  9.8336e-02
  1.8140e+03  9.9511e-01  7.5895e-02
  1.8151e+03  1.0331e+00  6.4145e-02
  1.8161e+03  1.0562e+00  3.2200e-02
  1.8172e+03  8.9942e-01  8.2325e-02
  1.8182e+03  1.0574e+00  7.4441e-02
  1.8193e+03  7.9134e-01  1.2207e-01
  1.8203e+03  1.1208e+00  7.8598e-02
  1.8214e+03  8.7208e-01  9.5062e-02
  1.8224e+03  9.5949e-01  5.9572e-02
  1.8235e+03  8.1665e-01  7.3945e-02
  1.8245e+03  1.1251e+00  6.1590e-02
  1.8256e+03  1.0819e+00  5.0012e-02
  1.8266e+03  6.8969e-01  1.7558e-01
  1.8277e+03  1.2360e+00  5.1590e-02
  1.8287e+03  9.8933e-01  7.5909e-02
  1.8298e+03  1.1216e+00  5.3226e-02
  1.8308e+03  8.8343e-01  1.7309e-01
  1.8319e+03  8.2455e-01  1.1579e-01
  1.8329e+03  9.2173e-01  9.5570e-02
  1.8340e+03  8.3160e-01  1.5429e-01
  1.8350e+03  8.8163e-01  8.9076e-02
  1.8361e+03  8.2889e-01  6.7705e-02
  1.8371e+03  1.0153e+00  1.2331e-01
  1.8382e+03  1.0129e+00  8.7918e-02
  1.8392e+03  8.7619e-01  1.0608e-01
  1.8403e+03  8.5658e-01  1.3161e-01
  1.8414e+03  6.1665e-01  1.4896e-01
  1.8424e+03  7.2465e-01  1.1561e-01
  1.8435e+03  9.3593e-01  1.1757e-01
  1.8445e+03  1.0345e+00  1.0899e-01
  1.8456e+03  8.0698e-01  6.1827e-02
  1.8466e+03  9.0866e-01  8.9598e-02
  1.8477e+03  8.0405e-01  3.0422e-02
  1.8487e+03  6.2127e-01  1.4183e-01
  1.8498e+03  9.0728e-01  1.0480e-01
  1.8508e+03  8.2967e-01  1.6742e-01
  1.8519e+03  9.4882e-01  9.7874e-02
  1.8529e+03  8.4757e-01  2.1850e-02
  1.8540e+03  9.0199e-01  7.0662e-02
  1.8550e+03  6.3743e-01  8.2438e-02
  1.8561e+03  6.7299e-01  6.7284e-02
  1.8571e+03  8.1038e-01  8.3267e-02
  1.8582e+03  7.0579e-01  1.0399e-01
  1.8592e+03  9.6798e-01  7.9748e-02
  1.8603e+03  8.7101e-01  6.2018e-02
  1.8613e+03  7.5996e-01  1.3696e-01
  1.8624e+03  7.0768e-01  5.8207e-02
  1.8634e+03  8.9656e-01  1.2796e-01
  1.8645e+03  6.7112e-01  1.3310e-01
  1.8655e+03  7.5368e-01  1.4658e-01
  1.8666e+03  9.6825e-01  9.7401e-02
  1.8676e+03  1.0841e+00  1.4162e-01
  1.8687e+03  8.8479e-01  9.9599e-02
  1.8697e+03  8.1558e-01  1.2817e-01
  1.8708e+03  1.1431e+00  1.4016e-01
  1.8718e+03  1.1258e+00  6.7355e-02
  1.8729e+03  8.0384e-01  1.7463e-01
  1.8739e+03  8.7227e-01  8.4512e-02
  1.8750e+03  8.0289e-01  1.2363e-01
  1.8760e+03  7.2921e-01  1.5848e-01
  1.8771e+03  8.2345e-01  1.1656e-01
  1.8781e+03  8.9035e-01  1.0914e-01
  1.8792e+03  7.2286e-01  1.2358e-01
  1.8802e+03  8.3203e-01  2.0573e-01
  1.8813e+03  7.5451e-01  1.0676e-01
  1.8823e+03  7.0107e-01  1.1030e-01
  1.8834e+03  8.5370e-01  1.2199e-01
  1.8844e+03  8.7939e-01  1.4199e-01
  1.8855e+03  7.9477e-01  1.2067e-01
  1.8865e+03  9.1401e-01  1.8549e-01
  1.8876e+03  9.8497e-01  1.6451e-01
  1.8886e+03  8.1757e-01  8.4546e-02
  1.8897e+03  6.7705e-01  7.6506e-02
  1.8907e+03  7.3896e-01  4.4307e-02
  1.8918e+03  8.8700e-01  1.0662e-01
  1.8928e+03  7.5218e-01  1.0809e-01
  1.8939e+03  9.5282e-01  7.0036e-02
  1.8949e+03  9.1629e-01  9.9420e-02
  1.8960e+03  6.7886e-01  1.9325e-01
  1.8970e+03  1.1743e+00  7.2601e-02
  1.8981e+03  7.4066e-01  1.0135e-01
  1.8991e+03  8.9446e-01  1.0900e-01
  1.9002e+03  7.9369e-01  2.3062e-01
  1.9012e+03  8.2867e-01  7.4214e-02
  1.9023e+03  7.8657e-01  9.7625e-02
  1.9033e+03  8.9269e-01  1.0630e-01
  1.9044e+03  8.3118e-01  9.9840e-02
  1.9054e+03  9.4320e-01  1.3929e-01
  1.9065e+03  1.1068e+00  1.1869e-01
  1.9075e+03  9.5102e-01  1.0028e-01
  1.9086e+03  9.0033e-01  1.2964e-01
  1.9096e+03  9.6816e-01  2.1222e-01
  1.9107e+03  7.5736e-01  1.4143e-01
  1.9117e+03  6.6350e-01  2.5375e-01
  1.9128e+03  8.8311e-01  9.8927e-02
  1.9138e+03  6.0278e-01  1.6403e-01
  1.9149e+03  9.4728e-01  2.7971e-01
  1.9159e+03  8.9529e-01  3.3903e-02
  1.9170e+03  9.3776e-01  1.2089e-01
  1.9180e+03  5.4991e-01  8.2474e-02
  1.9191e+03  7.9638e-01  9.3064e-02
  1.9202e+03  8.6107e-01  1.4549e-01
  1.9212e+03  1.0998e+00  1.8594e-01
  1.9223e+03  9.8134e-01  2.1342e-01
  1.9233e+03  5.9015e-01  1.0982e-01
  1.9244e+03  8.7141e-01  1.8120e-01
  1.9254e+03  8.4158e-01  1.1493e-01
  1.9265e+03  7.9154e-01  1.5426e-01
  1.9275e+03  7.3048e-01  1.8388e-01
  1.9286e+03  6.5948e-01  1.0400e-01
  1.9296e+03  6.7318e-01  1.0656e-01
  1.9307e+03  7.6807e-01  9.7968e-02
  1.9317e+03  5.3674e-01  8.0051e-02
  1.9328e+03  8.4400e-01  1.1896e-01
  1.9338e+03  6.6751e-01  1.9518e-01
  1.9349e+03  9.6891e-01  1.4480e-01
  1.9359e+03  9.3510e-01  1.2485e-01
  1.9370e+03  7.2420e-01  2.3516e-01
  1.9380e+03  9.1638e-01  1.0535e-01
  1.9391e+03  8.0570e-01  1.2865e-01
  1.9401e+03  5.3930e-01  1.8104e-01
  1.9412e+03  7.1320e-01  1.6764e-01
  1.9422e+03  6.6146e-01  5.6123e-02
  1.9433e+03  8.2940e-01  1.9866e-01
  1.9443e+03  4.9868e-01  2.7613e-02
  1.9454e+03  1.2328e+00  3.2779e-02
  1.9464e+03  4.5090e-01  1.9125e-01
  1.9475e+03  1.0485e+00  1.2952e-01
  1.9485e+03  7.7183e-01  1.2625e-01
  1.9496e+03  7.0622e-01  1.7924e-01
  1.9506e+03  4.9567e-01  2.1254e-01
  1.9517e+03  6.3153e-01  1.2852e-01
  1.9527e+03  8.1750e-01  1.3634e-01
  1.9538e+03  7.3508e-01  9.1652e-02
  1.9548e+03  5.3878e-01  2.4932e-01
  1.9559e+03  7.3581e-01  1.3115e-01
  1.9569e+03  6.2205e-01  1.3864e-01
  1.9580e+03  7.3888e-01  1.6483e-01
  1.9590e+03  7.6222e-01  1.8428e-01
  1.9601e+03  6.8794e-01  1.2953e-01
  1.9611e+03  7.4600e-01  5.4671e-02
  1.9622e+03  7.2932e-01  1.2765e-01
  1.9632e+03  8.3290e-01  4.4980e-02
  1.9643e+03  8.9934e-01  1.1166e-01
  1.9653e+03  6.5351e-01  7.3043e-02
  1.9664e+03  7.2864e-01  2.0508e-01
  1.9674e+03  8.8984e-01  1.7156e-01
  1.9685e+03  3.6372e-01  1.4836e-01
  1.9695e+03  7.3900e-01  1.7313e-01
  1.9706e+03  8.6512e-01  5.0165e-02
  1.9716e+03  6.5857e-01  1.8124e-01
  1.9727e+03  5.1176e-01  1.7145e-01
  1.9737e+03  0.0000e+00  0.0000e+00
  1.9748e+03  4.9002e-01  1.5458e-01
  1.9758e+03  6.5202e-01  1.3150e-01
  1.9769e+03  9.1251e-01  6.8662e-03
  1.9779e+03  1.1585e+00  1.9143e-01
  1.9790e+03  1.0245e+00  2.4990e-01
  1.9800e+03  8.7226e-01  1.7702e-01
  1.9811e+03  6.6441e-01  2.4106e-01
  1.9821e+03  1.1637e+00  1.2069e-01
  1.9832e+03  8.2911e-01  1.9813e-01
  1.9842e+03  5.5753e-01  9.9443e-02
  1.9853e+03  1.1482e+00  1.0451e-01
  1.9863e+03  8.5349e-01  2.7083e-01
  1.9874e+03  9.2320e-01  2.1548e-01
  1.9884e+03  1.1283e+00  2.7716e-02
  1.9895e+03  7.2759e-01  1.9452e-01
  1.9905e+03  9.4978e-01  2.1053e-01
  1.9916e+03  9.2705e-01  9.2919e-02
  1.9926e+03  9.3601e-01  2.1128e-01
  1.9937e+03  8.5581e-01  1.8333e-01
  1.9947e+03  1.1251e+00  2.0273e-01
  1.9958e+03  8.9234e-01  2.0576e-01
  1.9968e+03  8.9348e-01  3.2749e-01
  1.9979e+03  1.1834e+00  1.0460e-01
