wave flux error
  1.4663e+03  9.6358e-01  4.2080e-02
  1.4673e+03  1.0654e+00  3.0932e-02
  1.4684e+03  1.0209e+00  4.0713e-02
  1.4694e+03  1.0168e+00  2.9538e-02
  1.4705e+03  1.0464e+00  2.8744e-02
  1.4715e+03  1.0462e+00  3.1298e-02
  1.4726e+03  1.0164e+00  3.1309e-02
  1.4736e+03  9.5458e-01  3.4442e-02
  1.4747e+03  1.0637e+00  3.4684e-02
  1.4757e+03  1.0425e+00  2.9603e-02
  1.4768e+03  8.9441e-01  4.0237e-02
  1.4778e+03  1.0364e+00  3.9901e-02
  1.4789e+03  1.0056e+00  3.2261e-02
  1.4799e+03  9.9993e-01  4.1135e-02
  1.4810e+03  1.0012e+00  3.3254e-02
  1.4820e+03  1.0156e+00  4.2070e-02
  1.4831e+03  1.0281e+00  3.2083e-02
  1.4841e+03  1.0316e+00  3.7354e-02
  1.4852e+03  1.0027e+00  3.2113e-02
  1.4862e+03  9.6259e-01  4.8900e-02
  1.4873e+03  1.0771e+00  4.1211e-02
  1.4883e+03  1.1199e+00  2.8015e-02
  1.4894e+03  9.9271e-01  4.3404e-02
  1.4904e+03  1.1637e+00  4.3524e-02
  1.4915e+03  1.0064e+00  4.2372e-02
  1.4925e+03  1.0424e+00  3.2717e-02
  1.4936e+03  1.0717e+00  3.3399e-02
  1.4946e+03  1.0594e+00  3.4001e-02
  1.4957e+03  1.0542e+00  3.4891e-02
  1.4967e+03  1.0095e+00  5.2589e-02
  1.4978e+03  9.6745e-01  4.4437e-02
  1.4988e+03  9.9161e-01  3.2439e-02
  1.4999e+03  9.1135e-01  6.0147e-02
  1.5009e+03  9.4779e-01  3.8142e-02
  1.5020e+03  9.1777e-01  4.5330e-02
  1.5030e+03  9.7098e-01  4.0336e-02
  1.5041e+03  1.0150e+00  4.1706e-02
  1.5051e+03  9.8798e-01  3.6342e-02
  1.5062e+03  9.7898e-01  3.2791e-02
  1.5072e+03  1.1090e+00  3.6087e-02
  1.5083e+03  9.9436e-01  3.9135e-02
  1.5093e+03  1.0125e+00  3.9202e-02
  1.5104e+03  9.9864e-01  3.2763e-02
  1.5114e+03  9.5567e-01  3.3756e-02
  1.5125e+03  1.0217e+00  4.0805e-02
  1.5135e+03  9.7982e-01  3.1971e-02
  1.5146e+03  9.7302e-01  3.3132e-02
  1.5156e+03  1.0177e+00  4.0843e-02
  1.5167e+03  1.0224e+00  2.6728e-02
  1.5177e+03  9.0987e-01  3.6034e-02
  1.5188e+03  9.1043e-01  4.0702e-02
  1.5198e+03  9.8374e-01  3.6784e-02
  1.5209e+03  9.0283e-01  3.3374e-02
  1.5220e+03  8.8868e-01  3.2966e-02
  1.5230e+03  8.5700e-01  4.1399e-02
  1.5241e+03  8.0259e-01  5.5997e-02
  1.5251e+03  8.2461e-01  3.9168e-02
  1.5262e+03  7.9804e-01  3.2473e-02
  1.5272e+03  9.6270e-01  3.7253e-02
  1.5283e+03  1.0110e+00  3.7058e-02
  1.5293e+03  8.4423e-01  4.2461e-02
  1.5304e+03  1.0478e+00  5.0776e-02
  1.5314e+03  9.4774e-01  4.1969e-02
  1.5325e+03  9.3646e-01  4.4866e-02
  1.5335e+03  9.1710e-01  5.0430e-02
  1.5346e+03  1.0244e+00  4.2169e-02
  1.5356e+03  8.3716e-01  3.7195e-02
  1.5367e+03  9.0163e-01  4.0463e-02
  1.5377e+03  8.8658e-01  4.6353e-02
  1.5388e+03  9.0306e-01  3.1953e-02
  1.5398e+03  8.5551e-01  2.8778e-02
  1.5409e+03  7.0662e-01  3.8598e-02
  1.5419e+03  7.0642e-01  4.4484e-02
  1.5430e+03  7.3016e-01  3.8924e-02
  1.5440e+03  7.4380e-01  4.1664e-02
  1.5451e+03  7.4011e-01  5.1304e-02
  1.5461e+03  7.9308e-01  6.2307e-02
  1.5472e+03  6.9147e-01  5.7141e-02
  1.5482e+03  8.0475e-01  3.8349e-02
  1.5493e+03  9.5853e-01  4.8399e-02
  1.5503e+03  9.1930e-01  5.7077e-02
  1.5514e+03  9.6206e-01  4.5246e-02
  1.5524e+03  1.0863e+00  3.8829e-02
  1.5535e+03  1.0609e+00  4.0790e-02
  1.5545e+03  8.9691e-01  4.4378e-02
  1.5556e+03  1.0322e+00  6.1921e-02
  1.5566e+03  9.2778e-01  4.4329e-02
  1.5577e+03  9.3319e-01  3.4957e-02
  1.5587e+03  9.3096e-01  6.2071e-02
  1.5598e+03  9.2992e-01  4.5575e-02
  1.5608e+03  9.8983e-01  4.4701e-02
  1.5619e+03  9.3881e-01  3.8466e-02
  1.5629e+03  9.9688e-01  2.9261e-02
  1.5640e+03  9.7429e-01  5.0674e-02
  1.5650e+03  9.8364e-01  3.9669e-02
  1.5661e+03  9.9142e-01  3.3776e-02
  1.5671e+03  1.0018e+00  4.0413e-02
  1.5682e+03  9.1444e-01  5.9329e-02
  1.5692e+03  8.7144e-01  3.9479e-02
  1.5703e+03  1.0312e+00  3.9035e-02
  1.5713e+03  1.0920e+00  4.7999e-02
  1.5724e+03  1.0028e+00  5.4967e-02
  1.5734e+03  9.5720e-01  3.9201e-02
  1.5745e+03  8.9672e-01  3.7380e-02
  1.5755e+03  1.0677e+00  4.3315e-02
  1.5766e+03  1.0520e+00  4.5938e-02
  1.5776e+03  9.9745e-01  4.5644e-02
  1.5787e+03  9.4863e-01  4.1195e-02
  1.5797e+03  8.6309e-01  3.7176e-02
  1.5808e+03  1.0654e+00  4.0770e-02
  1.5818e+03  9.9744e-01  3.4666e-02
  1.5829e+03  1.0295e+00  3.9877e-02
  1.5839e+03  1.0529e+00  3.2341e-02
  1.5850e+03  8.9801e-01  4.5157e-02
  1.5860e+03  9.1885e-01  6.7877e-02
  1.5871e+03  9.6733e-01  3.8339e-02
  1.5881e+03  1.0235e+00  6.5825e-02
  1.5892e+03  1.0520e+00  3.2193e-02
  1.5902e+03  9.4605e-01  3.3827e-02
  1.5913e+03  9.4214e-01  3.5055e-02
  1.5923e+03  9.8907e-01  2.9277e-02
  1.5934e+03  8.4216e-01  4.3354e-02
  1.5944e+03  9.4435e-01  5.7750e-02
  1.5955e+03  8.6473e-01  3.7523e-02
  1.5965e+03  9.9138e-01  5.2892e-02
  1.5976e+03  8.8818e-01  4.7860e-02
  1.5986e+03  9.8899e-01  4.5872e-02
  1.5997e+03  9.5360e-01  4.7122e-02
  1.6008e+03  8.4980e-01  3.4094e-02
  1.6018e+03  9.0702e-01  3.8833e-02
  1.6029e+03  7.8607e-01  5.0590e-02
  1.6039e+03  7.6804e-01  3.9960e-02
  1.6050e+03  8.2415e-01  4.8076e-02
  1.6060e+03  8.5991e-01  4.9552e-02
  1.6071e+03  9.0497e-01  4.9144e-02
  1.6081e+03  8.4304e-01  3.9927e-02
  1.6092e+03  9.3612e-01  3.4789e-02
  1.6102e+03  9.4714e-01  3.2072e-02
  1.6113e+03  9.6363e-01  3.4362e-02
  1.6123e+03  9.4589e-01  4.2869e-02
  1.6134e+03  1.0269e+00  4.7252e-02
  1.6144e+03  9.7309e-01  3.2818e-02
  1.6155e+03  9.6003e-01  4.2784e-02
  1.6165e+03  1.0126e+00  4.5670e-02
  1.6176e+03  1.0275e+00  5.1341e-02
  1.6186e+03  8.9894e-01  5.3674e-02
  1.6197e+03  8.8599e-01  4.7031e-02
  1.6207e+03  9.2246e-01  5.2780e-02
  1.6218e+03  8.9355e-01  5.1182e-02
  1.6228e+03  8.8042e-01  4.1244e-02
  1.6239e+03  8.6203e-01  5.3224e-02
  1.6249e+03  9.0831e-01  5.0957e-02
  1.6260e+03  9.2512e-01  6.2439e-02
  1.6270e+03  1.0279e+00  3.9190e-02
  1.6281e+03  9.6163e-01  4.0677e-02
  1.6291e+03  8.3023e-01  5.3404e-02
  1.6302e+03  8.9985e-01  4.3646e-02
  1.6312e+03  9.6521e-01  4.7587e-02
  1.6323e+03  9.0208e-01  5.3801e-02
  1.6333e+03  8.5958e-01  5.8541e-02
  1.6344e+03  9.4459e-01  4.9965e-02
  1.6354e+03  9.5563e-01  5.2240e-02
  1.6365e+03  9.7314e-01  4.3477e-02
  1.6375e+03  9.6781e-01  4.3416e-02
  1.6386e+03  1.1240e+00  4.5385e-02
  1.6396e+03  1.0053e+00  4.5556e-02
  1.6407e+03  9.6360e-01  4.9605e-02
  1.6417e+03  1.0056e+00  5.3076e-02
  1.6428e+03  1.0132e+00  6.0149e-02
  1.6438e+03  9.6726e-01  5.7574e-02
  1.6449e+03  9.8266e-01  5.4021e-02
  1.6459e+03  1.0132e+00  5.4901e-02
  1.6470e+03  1.0728e+00  3.2398e-02
  1.6480e+03  1.0834e+00  3.9624e-02
  1.6491e+03  8.0307e-01  6.0052e-02
  1.6501e+03  8.9130e-01  4.2183e-02
  1.6512e+03  8.5441e-01  4.8951e-02
  1.6522e+03  9.9145e-01  6.8574e-02
  1.6533e+03  8.7718e-01  6.7776e-02
  1.6543e+03  8.4208e-01  5.6710e-02
  1.6554e+03  8.5638e-01  5.4787e-02
  1.6564e+03  9.8575e-01  3.9465e-02
  1.6575e+03  7.9653e-01  7.1710e-02
  1.6585e+03  9.3943e-01  4.7197e-02
  1.6596e+03  1.0076e+00  4.8569e-02
  1.6606e+03  8.1483e-01  3.4265e-02
  1.6617e+03  1.0719e+00  5.7081e-02
  1.6627e+03  8.6049e-01  5.2963e-02
  1.6638e+03  1.0617e+00  4.6880e-02
  1.6648e+03  9.5327e-01  4.2736e-02
  1.6659e+03  7.9303e-01  4.6254e-02
  1.6669e+03  7.1833e-01  4.6285e-02
  1.6680e+03  7.9790e-01  5.5754e-02
  1.6690e+03  9.6552e-01  4.9759e-02
  1.6701e+03  7.8060e-01  4.6843e-02
  1.6711e+03  9.1642e-01  3.5875e-02
  1.6722e+03  9.6136e-01  5.4019e-02
  1.6732e+03  7.8037e-01  5.5656e-02
  1.6743e+03  1.0100e+00  3.6070e-02
  1.6753e+03  9.6627e-01  4.9333e-02
  1.6764e+03  9.9005e-01  5.3021e-02
  1.6774e+03  8.2617e-01  5.5020e-02
  1.6785e+03  1.0286e+00  5.3666e-02
  1.6795e+03  9.3305e-01  4.9078e-02
  1.6806e+03  9.4064e-01  4.8220e-02
  1.6817e+03  7.6871e-01  6.4158e-02
  1.6827e+03  1.0106e+00  4.7151e-02
  1.6838e+03  8.4759e-01  7.9304e-02
  1.6848e+03  8.9457e-01  5.3029e-02
  1.6859e+03  9.3043e-01  4.6919e-02
  1.6869e+03  8.3496e-01  3.9147e-02
  1.6880e+03  1.0499e+00  5.7939e-02
  1.6890e+03  1.1160e+00  4.5560e-02
  1.6901e+03  9.3602e-01  5.4790e-02
  1.6911e+03  9.1293e-01  6.6940e-02
  1.6922e+03  1.0460e+00  4.2370e-02
  1.6932e+03  8.1556e-01  6.2641e-02
  1.6943e+03  8.1989e-01  3.6295e-02
  1.6953e+03  9.4179e-01  5.1977e-02
  1.6964e+03  9.6553e-01  5.3852e-02
  1.6974e+03  9.3191e-01  3.9836e-02
  1.6985e+03  9.2049e-01  6.2650e-02
  1.6995e+03  8.4840e-01  4.3520e-02
  1.7006e+03  8.4593e-01  6.1354e-02
  1.7016e+03  1.0221e+00  5.2099e-02
  1.7027e+03  8.1281e-01  6.4164e-02
  1.7037e+03  8.3671e-01  5.5632e-02
  1.7048e+03  9.8526e-01  5.2338e-02
  1.7058e+03  1.0148e+00  5.9733e-02
  1.7069e+03  9.6735e-01  4.4555e-02
  1.7079e+03  9.8211e-01  3.8386e-02
  1.7090e+03  7.8765e-01  7.3623e-02
  1.7100e+03  9.5393e-01  6.1581e-02
  1.7111e+03  6.8731e-01  3.4485e-02
  1.7121e+03  8.2570e-01  5.0222e-02
  1.7132e+03  7.6919e-01  7.0622e-02
  1.7142e+03  8.5468e-01  5.6812e-02
  1.7153e+03  9.6784e-01  4.7389e-02
  1.7163e+03  7.7099e-01  5.9887e-02
  1.7174e+03  7.8638e-01  8.2506e-02
  1.7184e+03  9.0186e-01  6.4938e-02
  1.7195e+03  8.4578e-01  6.3463e-02
  1.7205e+03  7.9140e-01  5.6324e-02
  1.7216e+03  8.1041e-01  6.5447e-02
  1.7226e+03  9.2358e-01  3.5568e-02
  1.7237e+03  8.0354e-01  5.7834e-02
  1.7247e+03  8.7632e-01  7.6692e-02
  1.7258e+03  9.6813e-01  5.5852e-02
  1.7268e+03  9.6535e-01  5.9163e-02
  1.7279e+03  9.4887e-01  5.0730e-02
  1.7289e+03  9.1624e-01  4.6326e-02
  1.7300e+03  8.7382e-01  6.0702e-02
  1.7310e+03  9.4388e-01  6.8956e-02
  1.7321e+03  8.2702e-01  6.3468e-02
  1.7331e+03  1.0326e+00  5.3670e-02
  1.7342e+03  9.3921e-01  5.1067e-02
  1.7352e+03  9.7484e-01  7.4134e-02
  1.7363e+03  9.0132e-01  7.8599e-02
  1.7373e+03  9.4452e-01  5.8317e-02
  1.7384e+03  1.0384e+00  5.4440e-02
  1.7394e+03  8.1757e-01  4.5263e-02
  1.7405e+03  8.2820e-01  3.2965e-02
  1.7415e+03  1.0427e+00  5.1532e-02
  1.7426e+03  1.0141e+00  7.2327e-02
  1.7436e+03  7.6512e-01  5.8140e-02
  1.7447e+03  8.7554e-01  7.8659e-02
  1.7457e+03  7.0630e-01  6.2595e-02
  1.7468e+03  1.0460e+00  6.4184e-02
  1.7478e+03  8.3537e-01  8.3258e-02
  1.7489e+03  8.1854e-01  7.5526e-02
  1.7499e+03  7.3827e-01  3.8644e-02
  1.7510e+03  9.7272e-01  8.7817e-02
  1.7520e+03  8.7844e-01  8.4758e-02
  1.7531e+03  8.6129e-01  8.9728e-02
  1.7541e+03  9.0975e-01  6.0564e-02
  1.7552e+03  1.0055e+00  6.4540e-02
  1.7562e+03  7.8798e-01  6.6988e-02
  1.7573e+03  9.9412e-01  5.3403e-02
  1.7583e+03  9.5381e-01  6.3717e-02
  1.7594e+03  1.0178e+00  7.7864e-02
  1.7605e+03  1.0137e+00  7.7360e-02
  1.7615e+03  8.7280e-01  6.2692e-02
  1.7626e+03  7.8332e-01  4.3061e-02
  1.7636e+03  9.5642e-01  4.5519e-02
  1.7647e+03  9.4334e-01  8.8853e-02
  1.7657e+03  8.7493e-01  4.8389e-02
  1.7668e+03  8.7173e-01  5.8612e-02
  1.7678e+03  1.0281e+00  7.1028e-02
  1.7689e+03  9.0380e-01  6.6636e-02
  1.7699e+03  9.6331e-01  5.5216e-02
  1.7710e+03  7.6738e-01  6.2499e-02
  1.7720e+03  8.3205e-01  7.1575e-02
  1.7731e+03  9.2841e-01  6.6718e-02
  1.7741e+03  8.9953e-01  4.9730e-02
  1.7752e+03  8.6875e-01  6.1252e-02
  1.7762e+03  6.6770e-01  6.0858e-02
  1.7773e+03  8.2004e-01  5.6290e-02
  1.7783e+03  1.1372e+00  1.0444e-01
  1.7794e+03  1.1018e+00  7.2005e-02
  1.7804e+03  1.0994e+00  6.1042e-02
  1.7815e+03  9.2182e-01  7.9710e-02
  1.7825e+03  8.9003e-01  5.1149e-02
  1.7836e+03  7.0597e-01  6.2037e-02
  1.7846e+03  1.0164e+00  6.4092e-02
  1.7857e+03  7.7848e-01  8.5469e-02
  1.7867e+03  8.8598e-01  6.0194e-02
  1.7878e+03  8.1745e-01  9.1305e-02
  1.7888e+03  8.4748e-01  5.2383e-02
  1.7899e+03  1.1058e+00  3.7931e-02
  1.7909e+03  8.2605e-01  9.3728e-02
  1.7920e+03  7.9574e-01  7.6521e-02
  1.7930e+03  1.0040e+00  5.0152e-02
  1.7941e+03  9.5865e-01  3.0907e-02
  1.7951e+03  8.8202e-01  7.0665e-02
  1.7962e+03  9.5703e-01  6.4924e-02
  1.7972e+03  1.1465e+00  3.2873e-02
  1.7983e+03  9.2516e-01  7.3346e-02
  1.7993e+03  9.3622e-01  7.8832e-02
  1.8004e+03  9.9037e-01  7.4219e-02
  1.8014e+03  7.9976e-01  6.4538e-02
  1.8025e+03  9.8224e-01  6.2533e-02
  1.8035e+03  8.5371e-01  8.0817e-02
  1.8046e+03  8.8875e-01  1.0518e-01
  1.8056e+03  9.9980e-01  7.0672e-02
  1.8067e+03  8.2527e-01  6.0344e-02
  1.8077e+03  9.1958e-01  6.9284e-02
  1.8088e+03  7.8709e-01  9.4569e-02
  1.8098e+03  8.9455e-01  8.3519e-02
  1.8109e+03  8.6770e-01  5.8268e-02
  1.8119e+03  7.8744e-01  8.8117e-02
  1.8130e+03  8.6339e-01  6.3330e-02
  1.8140e+03  9.3364e-01  5.6673e-02
  1.8151e+03  8.7737e-01  8.0804e-02
  1.8161e+03  9.6542e-01  7.7154e-02
  1.8172e+03  8.3705e-01  3.8392e-02
  1.8182e+03  1.1287e+00  7.6683e-02
  1.8193e+03  8.7762e-01  6.0032e-02
  1.8203e+03  7.3484e-01  8.3815e-02
  1.8214e+03  8.5619e-01  4.4180e-02
  1.8224e+03  7.6190e-01  8.3331e-02
  1.8235e+03  8.2844e-01  4.9228e-02
  1.8245e+03  9.4418e-01  7.6388e-02
  1.8256e+03  1.0118e+00  1.1700e-01
  1.8266e+03  8.2909e-01  8.4547e-02
  1.8277e+03  8.3624e-01  6.9993e-02
  1.8287e+03  7.8219e-01  6.1188e-02
  1.8298e+03  8.2891e-01  1.2154e-01
  1.8308e+03  1.0022e+00  5.6096e-02
  1.8319e+03  9.6851e-01  5.7102e-02
  1.8329e+03  9.4433e-01  1.0031e-01
  1.8340e+03  9.8987e-01  6.9735e-02
  1.8350e+03  9.0806e-01  6.5844e-02
  1.8361e+03  8.9672e-01  7.6413e-02
  1.8371e+03  9.5776e-01  5.5289e-02
  1.8382e+03  9.0941e-01  1.4283e-01
  1.8392e+03  7.4629e-01  1.0921e-01
  1.8403e+03  9.5682e-01  9.4364e-02
  1.8414e+03  6.3896e-01  1.1385e-01
  1.8424e+03  7.1033e-01  6.7246e-02
  1.8435e+03  7.6754e-01  9.4333e-02
  1.8445e+03  8.2652e-01  9.4904e-02
  1.8456e+03  8.7664e-01  6.6375e-02
  1.8466e+03  7.0871e-01  7.5334e-02
  1.8477e+03  9.9541e-01  3.7409e-02
  1.8487e+03  7.2854e-01  1.0407e-01
  1.8498e+03  8.3040e-01  7.3315e-02
  1.8508e+03  8.0938e-01  6.1033e-02
  1.8519e+03  7.9945e-01  7.6297e-02
  1.8529e+03  8.8624e-01  6.3621e-02
  1.8540e+03  7.1242e-01  4.2877e-02
  1.8550e+03  8.3749e-01  7.6245e-02
  1.8561e+03  8.3289e-01  1.0156e-01
  1.8571e+03  8.4185e-01  1.3131e-01
  1.8582e+03  6.6490e-01  7.1046e-02
  1.8592e+03  8.8568e-01  1.5642e-01
  1.8603e+03  7.2462e-01  1.0995e-01
  1.8613e+03  5.2517e-01  9.3376e-02
  1.8624e+03  4.8451e-01  7.5809e-02
  1.8634e+03  8.5284e-01  1.4212e-01
  1.8645e+03  7.7554e-01  6.0326e-02
  1.8655e+03  6.7578e-01  1.1189e-01
  1.8666e+03  1.3428e+00  8.7545e-03
  1.8676e+03  9.7228e-01  9.9218e-02
  1.8687e+03  1.0518e+00  9.7306e-02
  1.8697e+03  9.1636e-01  1.3529e-01
  1.8708e+03  8.9939e-01  9.5405e-02
  1.8718e+03  8.3435e-01  1.1446e-01
  1.8729e+03  1.0094e+00  8.8658e-02
  1.8739e+03  9.5741e-01  1.2378e-01
  1.8750e+03  8.6444e-01  1.5130e-01
  1.8760e+03  5.1731e-01  7.4296e-02
  1.8771e+03  6.9065e-01  1.3487e-01
  1.8781e+03  7.9032e-01  1.2353e-01
  1.8792e+03  8.3338e-01  4.6178e-02
  1.8802e+03  1.0321e+00  2.2952e-01
  1.8813e+03  8.5081e-01  1.4929e-01
  1.8823e+03  7.8194e-01  1.4060e-01
  1.8834e+03  9.0994e-01  1.8175e-01
  1.8844e+03  8.6108e-01  7.5655e-02
  1.8855e+03  1.0823e+00  9.8225e-02
  1.8865e+03  5.5858e-01  9.1686e-02
  1.8876e+03  9.1357e-01  1.0968e-01
  1.8886e+03  6.7032e-01  7.4298e-02
  1.8897e+03  8.2662e-01  1.6503e-01
  1.8907e+03  8.2152e-01  1.0119e-01
  1.8918e+03  9.4865e-01  8.1566e-02
  1.8928e+03  6.4089e-01  1.1502e-01
  1.8939e+03  1.0075e+00  1.4328e-01
  1.8949e+03  7.8057e-01  9.7979e-02
  1.8960e+03  1.2033e+00  1.7435e-01
  1.8970e+03  9.8643e-01  1.4216e-01
  1.8981e+03  6.2712e-01  6.8474e-02
  1.8991e+03  8.9850e-01  1.1728e-01
  1.9002e+03  3.4819e-01  2.8255e-02
  1.9012e+03  1.1838e+00  1.8543e-01
  1.9023e+03  8.7718e-01  1.7119e-01
  1.9033e+03  1.0195e+00  8.2445e-02
  1.9044e+03  8.8268e-01  1.2171e-01
  1.9054e+03  7.2527e-01  1.2527e-01
  1.9065e+03  8.7982e-01  1.9312e-01
  1.9075e+03  7.3660e-01  1.2258e-01
  1.9086e+03  9.4605e-01  2.0334e-01
  1.9096e+03  8.4028e-01  1.7653e-01
  1.9107e+03  6.5713e-01  1.5501e-01
  1.9117e+03  6.8441e-01  1.0755e-01
  1.9128e+03  7.4769e-01  1.5360e-01
  1.9138e+03  6.4341e-01  1.1286e-01
  1.9149e+03  1.0197e+00  1.6300e-01
  1.9159e+03  9.1884e-01  9.9958e-02
  1.9170e+03  1.0286e+00  1.6455e-01
  1.9180e+03  9.2769e-01  1.2655e-01
  1.9191e+03  7.9249e-01  1.1082e-01
  1.9202e+03  7.9956e-01  1.1772e-01
  1.9212e+03  1.1402e+00  2.0133e-01
  1.9223e+03  9.5390e-01  1.2438e-01
  1.9233e+03  9.3628e-01  1.0127e-01
  1.9244e+03  8.0111e-01  1.5845e-01
  1.9254e+03  7.9770e-01  3.5411e-01
  1.9265e+03  5.3271e-01  1.2239e-01
  1.9275e+03  5.9960e-01  1.1014e-01
  1.9286e+03  8.9783e-01  2.2057e-01
  1.9296e+03  5.4331e-01  9.2642e-02
  1.9307e+03  9.5669e-01  1.3863e-01
  1.9317e+03  7.7995e-01  2.1506e-01
  1.9328e+03  1.0515e+00  1.4911e-01
  1.9338e+03  7.7514e-01  1.8153e-01
  1.9349e+03  9.8780e-01  1.9768e-01
  1.9359e+03  6.7810e-01  6.9254e-02
  1.9370e+03  3.7821e-01  6.1880e-02
  1.9380e+03  9.7847e-01  7.8757e-02
  1.9391e+03  5.8675e-01  1.5968e-01
  1.9401e+03  8.7664e-01  1.7695e-01
  1.9412e+03  7.2583e-01  7.2134e-02
  1.9422e+03  1.0227e+00  9.8029e-02
  1.9433e+03  1.0127e+00  1.0197e-01
  1.9443e+03  1.0230e+00  1.7271e-01
  1.9454e+03  9.2196e-01  1.8021e-01
  1.9464e+03  9.7531e-01  6.9129e-02
  1.9475e+03  9.8839e-01  2.0926e-01
  1.9485e+03  1.0001e+00  2.1250e-01
  1.9496e+03  1.0915e+00  1.6036e-01
  1.9506e+03  8.2954e-01  2.1136e-01
  1.9517e+03  8.4148e-01  1.3322e-01
  1.9527e+03  6.3151e-01  1.8692e-01
  1.9538e+03  9.7102e-01  1.8426e-01
  1.9548e+03  7.9109e-01  1.8518e-01
  1.9559e+03  8.0820e-01  1.1104e-01
  1.9569e+03  7.1526e-01  1.2887e-01
  1.9580e+03  7.3212e-01  1.6139e-01
  1.9590e+03  6.6986e-01  1.4721e-01
  1.9601e+03  1.0619e+00  1.5096e-01
  1.9611e+03  7.7163e-01  2.7538e-01
  1.9622e+03  5.6014e-01  1.4839e-01
  1.9632e+03  8.0179e-01  1.8595e-01
  1.9643e+03  8.5314e-01  1.3733e-01
  1.9653e+03  7.5590e-01  2.1898e-01
  1.9664e+03  7.3820e-01  1.4483e-01
  1.9674e+03  6.7429e-01  1.9191e-01
  1.9685e+03  9.0314e-01  7.8443e-02
  1.9695e+03  1.2028e+00  1.6835e-01
  1.9706e+03  4.9913e-01  7.7519e-02
  1.9716e+03  8.7905e-01  8.9710e-02
  1.9727e+03  1.1982e+00  3.6878e-01
  1.9737e+03  7.9372e-01  1.0565e-01
  1.9748e+03  6.5485e-01  1.2739e-01
  1.9758e+03  1.2303e+00  1.7472e-01
  1.9769e+03  4.7911e-01  1.2864e-01
  1.9779e+03  6.1398e-01  1.3409e-01
  1.9790e+03  5.4046e-01  2.3973e-01
  1.9800e+03  4.9620e-01  2.7974e-01
  1.9811e+03  1.0496e+00  9.7561e-02
  1.9821e+03  7.5859e-01  7.2176e-02
  1.9832e+03  8.8775e-01  1.2507e-01
  1.9842e+03  6.6808e-01  1.0423e-01
  1.9853e+03  5.9408e-01  4.2510e-01
  1.9863e+03  7.2916e-01  1.3478e-01
  1.9874e+03  6.0456e-01  1.3531e-01
  1.9884e+03  6.2380e-02  1.7810e-01
  1.9895e+03  5.7189e-01  1.3843e-01
  1.9905e+03  8.2585e-01  1.5386e-01
  1.9916e+03  0.0000e+00  0.0000e+00
  1.9926e+03  5.6339e-01  1.4095e-01
  1.9937e+03  7.6571e-01  1.8557e-01
  1.9947e+03  1.1448e+00  2.6093e-01
  1.9958e+03  8.1805e-01  6.6728e-02
  1.9968e+03  1.0322e+00  2.4733e-01
  1.9979e+03  8.7595e-02  1.8813e-01
